,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,1d5bf3ce-9afe-4c27-a257-97c636a7007e,BLUE_ASIST1,hi this is engineer and I have I know the damage of each room and I think what I want the plan to B is I can tell you guys which rooms are most severe which ones are more moderate and which ones are mild,03:39:00,03:56:00,,,,,pre-game
1,6e357f70-a7f1-4df9-8baa-cae4f3c54186,GREEN_ASIST1,this is transport I have a minimum of nine people,03:59:00,4:5,,,,,pre-game
2,2081538f-8684-4ebe-b2ed-a540364c7ded,GREEN_ASIST1,and it confirmed locations I can give you guys though,4:8,4:9,,,,,pre-game
3,e0c8c850-2d8e-43bb-b967-d0a37f39bd39,GREEN_ASIST1,when we're ready,4:7,4:7,,,,,pre-game
4,70d6ec7b-c1e9-435a-be5b-c853f5e362f2,BLUE_ASIST1,and this is engineer do we want to make a plan for where we go first and how we stick together,04:11:00,04:16:00,,,,,pre-game
5,37a53c93-e123-4f50-9117-8f35aa7c562c,RED_ASIST1,this is medic,04:18:00,04:18:00,,,,,pre-game
6,d70a94c5-a10f-4d98-a804-b60e02581041,RED_ASIST1,honestly what seemed to be working best last time when we just did like the intro one was transported are going ahead marking room is whether they have a victim or they don't have victim I think if you kind of go ahead and label all that and made it easy for engineer and I it's a go through and he went around cleared Rubble if there was rubble and then if there was a critical victim he was able to help me,04:22:00,04:51:00,,,,,pre-game
7,9b46d975-2ff4-4b77-86e1-b34dc27331a3,RED_ASIST1,and then I will be happy to bring the victims into like the main Halls like I did last time,04:52:00,04:59:00,,,,,pre-game
8,7e5ce1bf-435c-4140-ac95-938715c2e4a2,GREEN_ASIST1,this is transport I'm on board with doing that I'll go off to the farthest reach from where we are and label eyes I go medic if you can just as you're removing people Mark the rooms as empty but I would be I'd be most helpful,5:2,05:20:00,,,,,pre-game
9,5f55ccdd-5988-42e3-b985-813a0894e9ac,RED_ASIST1,this is medic yeah no problem,05:22:00,05:23:00,,,,,pre-game
10,3643bcd5-2469-4da1-a32a-ee49b45d502f,BLUE_ASIST1,this is engineer I also have the threat locations and I will be marking those but in case you guys want to know beforehand so you can be aware and not get trapped right at the beginning they are at the C2 D3 and h1a those are the closest three,05:23:00,05:45:00,,,,,pre-game
11,1956f026-b2b7-4db3-a20f-e319daf29dbe,RED_ASIST1,this is medic I will be starting by going left to A1,05:47:00,05:52:00,,,,,pre-game
12,c21daf76-34ec-48a9-b029-1726d9ab07cd,GREEN_ASIST1,this is this is transporter I'm going off far right along the embera,05:56:00,6:0,,,,,pre-game
13,e315cd79-63f5-4e1f-9773-43b8b76ea756,BLUE_ASIST1,this is engineering I'll be following medic,6:2,6:4,,,,,pre-game
14,bbb33398-d41f-4d26-9666-fdb3e78998e7,BLUE_ASIST1,this is medic please mark that,06:26:00,06:29:00,,,,,pre-game
15,e2ac63d7-0c88-48e8-985e-358778407b62,BLUE_ASIST1,sorry this is engineer I meant to say this is engineer,06:35:00,06:37:00,,,,,pre-game
16,c195b67e-1960-4f03-9192-6a6fab465ba6,GREEN_ASIST1,this is transporter the rubble along the walls of the m road is not instruction to anything,7:9,07:14:00,,,,,pre-game
17,c1e8d95e-5ee8-4874-9a6a-222a8f47c360,RED_ASIST1,this is medic engineer if you wouldn't mind there is rubble and A3 if you could just clear path through the middle column of it to make sure that there are no victims,07:18:00,07:33:00,,,,,pre-game
18,840671bc-9746-4ae9-b0c6-dbdc65c94058,BLUE_ASIST1,this is engineer I'll be doing that,07:34:00,07:36:00,,,,,pre-game
19,dfc173b9-6593-4469-8e62-f13ec69e0f88,GREEN_ASIST1,this is transporter I have rubble and a regular victim in G3,07:53:00,8:1,,1a,,assert,
20,04cf8a3c-09d3-492a-8cae-112318d9bbd9,BLUE_ASIST1,hey this is engineer I think we'll get to that later but be sure to mark it,8:5,08:10:00,,1b,2.0,accept,
21,d5ca5179-a261-4f38-b6a0-5154a21cdf3d,GREEN_ASIST1,it's marker transport of this marker,08:12:00,08:13:00,,1c,,acknowledge,
22,175653f0-18c5-4f09-bf4a-60507c1660dc,RED_ASIST1,this is medic there is a critical victim in A4 and Rubble that needs to be cleared in sight of A4 as well,08:22:00,08:31:00,,2a,,assert,
23,faf6b938-8e41-4af3-bee2-8121c516ad23,BLUE_ASIST1,this is engineer I am coming,08:33:00,08:34:00,,2b,2.0,accept,
24,fabc6375-5026-4191-b7a0-26b592144ccd,RED_ASIST1,are you serious is clear,08:42:00,08:42:00,,3a,,assert,
25,a02de515-00b6-4af1-9ab3-e85cfa1da3f4,RED_ASIST1,this is a medic transporter if you don't mind grabbing this save block it is type A or actually you grab their critical F1 that's fine just make sure to mark it as critical,08:58:00,9:8,,4a,,action-directive,
26,fc971952-79d7-4b87-9983-81670539fd06,GREEN_ASIST1,this is transport confirmed engineer did you have information on D3,09:10:00,09:15:00,,5a,,info-request,
27,958e815b-fe65-419e-8bc9-ef95f603c1c2,BLUE_ASIST1,this is engineer and yes D3 is the threat room,09:16:00,09:21:00,,5b,3.0,info-provide,
28,b5451767-d7cf-4d10-a9b7-cbfaf8c1d553,GREEN_ASIST1,this is transporter there is a critical inside the threat room,09:23:00,09:26:00,,5c,,info-provide,
29,c4590526-e5b8-4e4c-afc8-7827a574fd3d,BLUE_ASIST1,this is engineer in medic if you get to C2 there is a critical and regular victim,09:50:00,09:58:00,,6a,,assert,
30,cfcf06d7-d0ff-4549-8453-4617496f448f,BLUE_ASIST1,but be warned that it is block all right is a threat room,10:0,10:4,,6a+,,assert,
31,79c61a7b-cbc0-490f-9af6-182735154872,RED_ASIST1,this is Medic in room C8 there is Rubble that needs to be cleared,10:5,10:10:00,,7a,,assert,
32,d52ade77-1fa6-492a-99f6-87102a6833db,BLUE_ASIST1,this is engineer I'm on my way,10:11:00,10:13:00,,7b,2.0,accept,
