,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,4371ff4c-6b6e-486c-9e45-0be129bf2273,BLUE_ASIST1,engineer Slater close,00:18:00,00:22:00,,,,,pre-game
1,f9858206-25e9-425d-b390-b7e69266a6ec,RED_ASIST1,this is medic something I realized is I think we can move the victims even when you're in critical condition so we might be able to go through them and put them in an area together,02:20:00,02:31:00,,,,,pre-game
2,22f76f6e-71c0-4ffd-8c9d-fe37229f88aa,RED_ASIST1,I,02:33:00,02:33:00,,,,,pre-game
3,cebbd4a1-11d8-4581-a99a-5738b5bfa75d,GREEN_ASIST1,transporter if you do move victim from a place please remove the marker so I don't go there to try and pick them up,02:28:00,02:35:00,,,,,pre-game
4,f799aa85-8b67-4589-9493-3057b694cd34,RED_ASIST1,acknowledge medic knowledge acknowledge,02:41:00,02:42:00,,,,,pre-game
5,8f6214d6-0c84-4250-bc4f-2422794f2c58,BLUE_ASIST1,all right sounds good engineer acknowledged,02:41:00,02:43:00,,,,,pre-game
6,39117ff2-7ecd-4f20-8902-2d5a62b35c9e,RED_ASIST1,to start off I have a meeting room information of where people are most likely will be and just I'm just going to start off with the left side but A2 A4 and C8 A2 A4 and C8 will most likely have victims in there,02:46:00,3:2,,,,,pre-game
7,8652df87-6b0d-4eb0-b4ff-394ad30cd6f5,RED_ASIST1,critical victims where I'll need two people,3:2,3:5,,,,,pre-game
8,5405e2dc-0be3-49d3-b41d-8043ec4a1e54,BLUE_ASIST1,enjoy,3:7,3:7,,,,,pre-game
9,53803ad1-ed53-4cf9-bd49-54997a74fec4,GREEN_ASIST1,transporter acknowledge information that I have shows I don't know what to make of this information says two more it tells me attendees to more attendees for project meeting lunch and management meeting when I attend E4 security training and then cancel it I do not know what to make of this information,3:1,03:20:00,,,,,pre-game
10,7109a16a-ff38-45ee-9100-461b2f9dbb0c,RED_ASIST1,this is medic didn't say room numbers at all,03:26:00,03:28:00,,,,,pre-game
11,40a86873-4d28-4cee-a624-a71a50d898d3,GREEN_ASIST1,no,03:25:00,03:25:00,,,,,pre-game
12,911863c7-6843-48cd-b30d-c5fd7a1c1e2f,RED_ASIST1,okay this is medic for the security one I have a meeting at E2 for security training E2 so that was most likely similar to that,03:30:00,03:39:00,,,,,pre-game
13,a2d9a56e-32d3-4115-b743-83de168178de,GREEN_ASIST1,all right acknowledged transporter it says that one a tea,03:35:00,03:39:00,,,,,pre-game
14,11cfcc0b-0fb3-4021-be55-b04d2497b7e7,RED_ASIST1,okay,03:45:00,03:45:00,,,,,pre-game
15,f09a42e4-78b6-40e4-94f0-70b280d88be3,GREEN_ASIST1,poor security training,03:42:00,03:42:00,,,,,pre-game
16,03935666-af75-42f3-b9ce-cc56f34f9443,BLUE_ASIST1,okay this is engineer I got information on critical rooms and rooms that are likely rooms that have more severe damage which is sight,03:47:00,03:57:00,,,,,pre-game
17,112a27c9-59e0-4b6b-afa9-7e9d74c8cbdf,BLUE_ASIST1,E2 a do,4:4,4:4,,,,,pre-game
18,db5d02f7-be01-443e-bc02-e7a8dae08c7c,RED_ASIST1,this is medic so I think our best bet is to just start with the left side for some kind of scope through it and we can go through I'll if you see anyone I'll go into that room make sure you leave a marker if you see someone and I'll go to that and help let's head out,4:7,04:21:00,,,,,pre-game
19,627d0418-b573-4945-8f37-a1a39b8afdcd,GREEN_ASIST1,transporter acknowledged it appears that the side starting with a is where the most damage has been done given the information provided,04:21:00,04:29:00,,,,,pre-game
20,6c84553d-353a-4fca-83b9-7e90fc3eed31,RED_ASIST1,it's a medic acknowledge,04:31:00,04:31:00,,,,,pre-game
21,e4e3a9d9-bc98-4d95-b4fc-c59989077685,GREEN_ASIST1,I'm going to run through and I'm going to quickly Mark doors with victim starting on the line of a through a4a,04:32:00,04:40:00,,,,,pre-game
