,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,faf15b92-090f-4a73-9806-adc8537d25a3,BLUE_ASIST1,okay,00:44:00,00:44:00,,,,,pre-game
1,fae95b85-97d5-4fea-9b1a-261dc3e70672,GREEN_ASIST1,green the information I was given is that related to each specific room or the Zone Zone,02:18:00,02:24:00,,,,,pre-game
2,8348c0dd-4275-47e4-a4e0-2374ce2619e3,BLUE_ASIST1,all right so what,02:36:00,02:37:00,,,,,pre-game
3,42ee1b74-fdbe-472d-959d-7e5f438f5531,GREEN_ASIST1,this is green I have information on where critical victims are most likely to B meaning Brown says two or more attendees are sorry red yellow one of these and green is canceled meaning if that's related to a room or a zone that will see what's more likely to have a victim in it,02:48:00,3:5,,,,,pre-game
4,7e69d4b0-bf21-477c-93ac-aad74a6be2bf,RED_ASIST1,this is red my notice says that critical victims are most likely to be in areas with severe damage so I'm guessing like more damaged in the building is more critical people,3:9,03:23:00,,,,,pre-game
5,d9b932f6-0810-45d0-b5aa-db0655a1b6e7,BLUE_ASIST1,this is blue same deal I got information regarding where critical victims are more likely to B I guess it since we're going to try to deduce down where they are you guys remember what or is it showing up on the screen for me but uh block what are the rooms that it's telling you guys are mother most likely for critical victim has to be in,03:20:00,03:41:00,,,,,pre-game
6,af652abb-95a1-4dc6-9e78-baf3b3b6d41a,BLUE_ASIST1,okay,03:50:00,03:50:00,,,,,pre-game
7,6437e9f4-c4a4-4608-8c0c-a4335b30efae,RED_ASIST1,red says meetings and left side is A2 84 and C8 meetings in the middle is E2 F2,03:49:00,4:0,,,,,pre-game
8,868d825d-fc49-4788-968d-6f1039ea66fb,RED_ASIST1,h1a,4:4,4:4,,,,,pre-game
9,af30bca8-3db1-4682-b87c-1038329b9849,RED_ASIST1,and then meetings on the right side is I2 a i3a and L1,4:6,04:13:00,,,,,pre-game
10,df37b28c-a615-4e86-97f0-80ea55076dbb,BLUE_ASIST1,okay so I have A2 for me being a room with severe damage so I think A2 being kind of out of the way and then in the corner there I think we should try to focus on that early because there's there's likely to be critical victims in that room you guys have E2 or i3a for like a room or I guess it seems like yours are more like Regional or like color-coded is that all right,04:14:00,04:42:00,,,,,pre-game
11,eca1c50f-68a7-4025-9b58-d06c9306be3a,RED_ASIST1,go ahead go ahead,04:48:00,04:48:00,,,,,pre-game
12,187957d9-4815-4824-840d-aba7aebf46fd,GREEN_ASIST1,green just go ahead green I don't have any information on my map as opposed to which rooms but it sounds like you guys move in kind of left to right,04:44:00,04:53:00,,,,,pre-game
13,41a8b64e-6c82-41a1-ae60-10627c5a1419,BLUE_ASIST1,okay,04:54:00,04:54:00,,,,,pre-game
