,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,393f2a93-ff55-41d4-a823-3f37eb07a8a6,BLUE_ASIST1,all right this is engineer I do want to say feel free to disagree with my suggestions but I think we should when we go into buildings we should move all the the,03:58:00,04:11:00,,,,,pre-game
1,31f965f6-b86b-4df7-9bf4-35d116849f1d,BLUE_ASIST1,victims out and have them in grouped up in designated areas around the different parts of the map and also I think that we need to focus on more heavily populated areas because we didn't have a lot of time last time and if I recommend if you're going to a new letter for example J let me know you're going into,4:7,04:36:00,,,,,pre-game
2,7e94aefa-55e1-4e8e-84b4-c6f3a3c02d78,BLUE_ASIST1,the J column and I'll tell you if there's any threat zones there and I don't think we should even bother entering threat zones unless I'm right next to you guys or we don't have any other options what do you guys think,04:37:00,04:50:00,,,,,pre-game
3,eef56806-582d-407e-9313-f81be828cbce,RED_ASIST1,this is medic a lot that sounds good the designated areas I don't know if like we like room I don't know if you meant like grouping them up by like their letter or what but like all what I think was working best is I'll just bring them into like the main hall Zone the North and the South and make sure I Mark the victims and then also a thought I had was last time engineering I went left and transported went right I think we should just follow the,04:51:00,05:19:00,,,,,pre-game
4,eed09ffb-bb0a-4372-aaf9-8443ffec732d,RED_ASIST1,transporter and sure like the first room we'll all be there but the transporter is so quick that the transporter will be able to start marking rooms ahead of us and I think it will be good for us to kind of follow the path of C the transporter instead of splitting up,05:20:00,05:35:00,,,,,pre-game
5,9fc1422f-7d1a-4931-bc00-ceb3e7b0c9ee,GREEN_ASIST1,this is,05:38:00,05:38:00,,,,,pre-game
6,38e4fecb-35bb-4f4d-98b3-9458bb2c7756,BLUE_ASIST1,this is engineer sorry and I agree with that and I think that transporter should also maybe stay a little closer to us and start cleaning up the victims and transporting them sooner than marking every single room,05:38:00,05:53:00,,,,,pre-game
7,1ddcc478-1f64-4378-85e4-b5972e2781a4,GREEN_ASIST1,this is transport I was going to suggest that we take victims out of rooms or that I take victims that are in a regular State and leave them on the South Hall,05:54:00,6:6,,,,,pre-game
8,a5b67eb0-fa9c-4758-82e5-0d5aba6b6533,GREEN_ASIST1,do you agree,6:9,06:10:00,,,,,pre-game
9,dba720f8-c454-4d7a-941d-4d0010e5c517,BLUE_ASIST1,this is engineer I agree maybe not always the South Hall though maybe also the North Hall whichever ones closer,06:11:00,06:17:00,,,,,pre-game
10,daae5e24-589c-4240-a8bf-2ba105897143,GREEN_ASIST1,transport yes I am starting at the C column,06:19:00,06:26:00,,1b,3.0,accept,
11,f0fe0442-a8cc-4afd-a7be-e98b33b7c0f3,RED_ASIST1,this is medic okay so you're starting over there at B4 transporter okay,06:18:00,06:25:00,,1a,,action-directive,
12,dd7beec6-b131-43e2-b466-a5f099ab40cf,GREEN_ASIST1,transport to engineer I have Rubble at room B6 B marked,7:1,7:7,,2a,,assert,
13,d1ef35fd-6ff0-4ca7-bdb1-4bdd9f47a60f,BLUE_ASIST1,this is engineer coming there,7:9,07:11:00,,2b,2.0,accept,
14,d6792b96-fdc4-4ae8-b461-d9c4762a928b,BLUE_ASIST1,this is engineer there are three critical victims here I suggest that we get these three right as soon as possible,07:22:00,07:31:00,,3a,,assert,
15,39b49d44-9aa6-405e-8463-8fbf1b7c6cae,GREEN_ASIST1,C transport I'm on the way,07:32:00,07:36:00,,3b,1.0,accept,
16,f670ae60-bd54-42ec-819f-8b98f51d1ce7,GREEN_ASIST1,actually I can do anything I'm going to go elsewhere,07:38:00,07:40:00,,4a,,assert,
17,7505b127-e648-4ebe-881a-ee2c6d6d7e18,RED_ASIST1,this is medic all of them have been stabilized and are in a safe space c State and I will bring them out into the Hall,07:46:00,07:55:00,,5a.6a,,assert.commit,
18,4bc97070-eb8a-4be8-8765-35e486d5d530,GREEN_ASIST1,to transport on the way to the hall,8:3,8:4,,4a+,,assert,
19,8e93afcc-cd72-4f4b-909c-915380e95019,RED_ASIST1,this is medic I have the critical victims in West hallway at the moment,8:6,08:13:00,,7a,,assert,
20,8c746adf-6abb-430e-aba0-a87a5de7719b,BLUE_ASIST1,this is engineer transporter do you want to start taking out regular victims and putting them outside the door,08:25:00,08:32:00,,8a,,action-directive,
21,41fe601f-9866-49f3-ac8a-769d9aa5a50e,GREEN_ASIST1,search transport will do,08:31:00,08:35:00,,8b,2.0,accept,
22,67f2510d-eba2-417c-a441-d220043960c3,RED_ASIST1,this is medic to transporter they're still ones safe marker victim in West hallway,08:49:00,08:55:00,,9a,,assert,
23,570708f5-d34b-4611-8ee1-ca72b1490384,RED_ASIST1,along a,9:2,9:3,,9a+,,assert,
24,551a74a3-46e2-42b7-8ef8-c78fcb785313,GREEN_ASIST1,this is transport is West hallway along a or is it a long C,08:58:00,9:2,,9b,3.0,acknowledge,
25,ee4bdd48-d7a2-4e42-9a7a-2b85b097540b,GREEN_ASIST1,transporter confirm,9:5,9:7,,9b+,3.0,acknowledge,
26,d2b9032c-56a7-4920-8091-fa7a0469078b,RED_ASIST1,this is medic again whenever you are grabbing the safe victim would you mind coming into A3 with me so that I can or actually engineer is here so medic you can continue transport,09:10:00,09:25:00,,10a,,action-directive,
27,3982cdc7-d065-4426-9d84-e97f63c6be5a,GREEN_ASIST1,is transport you mean transport continue to transport correct,09:28:00,09:31:00,,10b,3.0,follow-up-question,
28,fadaf097-b6e3-4bf3-9210-3068f5d13386,RED_ASIST1,yes,09:32:00,09:32:00,,10c,,info-provide,
29,409b31e8-4046-4b5b-99c6-e389fff9a277,RED_ASIST1,this is medic to engineer did you see any more victims in that room that you just came out of the three,09:40:00,09:46:00,,11a,,info-request,
30,ffa11a41-2ef0-4d5a-bd97-5f42ff19d771,BLUE_ASIST1,this is engineer and no I did not,09:48:00,09:50:00,,11b,2.0,info-provide,
31,882e76c1-835a-4b0a-9ecb-b4fdfb439da4,GREEN_ASIST1,this is transport I have a regular victim in D2 and a critical in D4,09:48:00,09:58:00,,12a,,assert,
32,33ce46d2-a2a7-476b-8500-ccb82af83008,BLUE_ASIST1,this is engineer real quick I have a critical victim over in B B3 B2,10:1,10:7,,13a,,assert,
33,429e982d-cd97-4f41-ac0e-f769196e5f02,RED_ASIST1,this is medic I will come to B 3,10:9,10:10:00,,13b-1,3.0,accept,
34,a179fd4d-f286-4d1a-818c-13bf47bd21ee,GREEN_ASIST1,this is transport I'll take him when we're ready,10:24:00,10:26:00,,13b-2,2.0,accept,
35,cc843ec4-4f1a-48fa-a8c6-2704150eee37,BLUE_ASIST1,this is an engineer and this victim doesn't seem to be waking up,10:32:00,10:37:00,,14a,,assert,
36,b451893a-da2d-43b0-b4a7-5b9ecb6aeead,RED_ASIST1,this is medic it's better now,10:41:00,10:43:00,,15a,,assert,
37,aa9041f8-d30a-40d0-acd2-711fa7c98e65,GREEN_ASIST1,this is transport medic could you drop him I'll take him,10:42:00,10:45:00,,16a,,action-directive,
38,64847343-45cc-4c46-933c-8bd1d99b28ef,RED_ASIST1,that's a medic just remember he's critical,10:49:00,10:50:00,,16b,3.0,info-provide,
39,a587287c-1e7c-442e-922a-01075daab2dd,GREEN_ASIST1,transporter confirmed,10:49:00,10:53:00,,16c,,acknowledge,
40,3c25c93e-8040-408b-9158-097087002cbf,RED_ASIST1,this is medic the transporter again don't forget in West hallway there is a critical I will actually grab him and bring him to the South hallway for you,10:56:00,11:4,,17a,,commit,
41,298127a3-c2e4-4452-8643-a59f241c30f1,GREEN_ASIST1,transporter appreciate it,11:6,11:7,,17b,1.0,acknowledge,
42,f84c91c2-1f1c-464a-9691-5fbc1ef46271,BLUE_ASIST1,this is engineer if you guys don't have anything else for me to do I think I'm going to go into the Zone C area,11:17:00,11:23:00,,18a,,commit,
43,7bf4b09e-157d-4e1a-be2e-28f39fba02ca,GREEN_ASIST1,transport go for it,11:26:00,11:27:00,,18b,1.0,acknowledge,
44,65fb441f-772d-4d27-85ee-bcb73f3b0e38,RED_ASIST1,this is medic to engineered can you come back to the C area to room C3 and help me with this critical victim,11:25:00,11:33:00,,19a,,action-directive,
45,ce02f2b6-a999-420b-9a2b-e9353f9c2273,BLUE_ASIST1,this is engineering yes I will,11:37:00,11:38:00,,19b,1.0,accept,
46,28189996-6c18-45fe-b952-34d207a67680,GREEN_ASIST1,this is transport I have a high-volume area in row a row I,11:54:00,12:0,,20a,,assert,
47,be01b66a-372d-471a-8b3e-68c836c84735,BLUE_ASIST1,all right this is engineer and I do i1 I got this regular B,12:6,12:11:00,,21a,,assert,
