,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,885f5786-9425-45c2-a053-1c3e75427bbc,GREEN_ASIST2,this is green I'm here,02:56:00,02:57:00,,,,,pre-game
1,027d9721-3f13-4591-bfab-d00a3fb4c270,BLUE_ASIST2,is this blue I'm here as well,3:0,3:0,,,,,pre-game
2,fe436389-f777-4c9d-b291-862bf6603934,RED_ASIST_2,this is red present,02:56:00,02:56:00,,,,,pre-game
3,adf43fc0-7917-42ed-82ce-05c5b22cb4ed,BLUE_ASIST2,yes sir,3:7,3:7,,,,,pre-game
4,b9d91231-47d6-42ad-8447-d03b2b567122,GREEN_ASIST2,yep,3:6,3:6,,,,,pre-game
5,98fc2741-cbf4-49a0-aaea-0644c622761e,RED_ASIST_2,B up,3:2,3:4,,,,,pre-game
6,1ccaa859-d7a9-4ff2-9d73-636905a9d7cd,GREEN_ASIST2,this is green same thing critical victims are likely be in the areas with most severe damage it's just saying that there's going to be like two or more intend he's for like Security Training Facility meetings manager meetings one of these for zoom2 meetings project meetings human resource meetings and canceled meetings are storage reorganization lunch and zoom from office but I'm not really sure how to tell that,05:55:00,06:22:00,,,,,pre-game
7,3c5f7d70-013e-4699-add0-a074f9c94594,RED_ASIST_2,this is red I believe I have the same thing as you have however I would like to say for green I believe that we should stick with the same strategy of you running through and identifying spots however if there's a critical victim don't stop to announce it just keep going through,06:22:00,06:43:00,,,,,pre-game
8,45a7d226-703d-48f6-9cfc-a9eb54f637cd,RED_ASIST_2,once you finished going through the map and identifying then wrap back around,06:45:00,06:50:00,,,,,pre-game
9,b6fb360f-e0c2-4ab8-b74a-ca78ceab4085,GREEN_ASIST2,this is Green do you want me to then transport victims because you can leave them if you you can leave victims if you want me to do that,06:54:00,7:5,,,,,pre-game
10,cffe7805-e541-45cd-bfac-1f3a0f4fc674,RED_ASIST_2,this is,7:7,7:8,,,,,pre-game
11,cdaf9934-04bf-4fd8-a4ac-afce17ab7aa8,BLUE_ASIST2,this is blue I have a suggestion green you can run through the building marking identifying each critical and you know victim in each room as red and I go around you can start once you've already identified everything the building you can start bringing non critical victims towards the closest zones,7:9,07:28:00,,,,,pre-game
12,10558211-b75e-4b21-87a0-6b2f70705b69,BLUE_ASIST2,and then as we go around red and I will identify them and put them in their correct Zone Zone,07:29:00,07:36:00,,,,,pre-game
13,9fdc959e-af29-4e67-87a7-51ba0392e1a5,GREEN_ASIST2,this is green that sounds good just let me know if I can be of transporting like assistance because I also think that transporting save victims,07:36:00,07:47:00,,,,,pre-game
14,e9f5016a-5aa5-445c-ac8d-bf0d6aad6945,GREEN_ASIST2,I think like if there's a lot of save victims in an area I guess and you guys can carry them all just let me know and I'll come over,07:49:00,07:59:00,,,,,pre-game
15,b59537d5-408c-40ba-8e82-394a71f2e10e,BLUE_ASIST2,this is blue I'm so sorry I didn't realize the wrong window down,08:15:00,08:18:00,,,,,pre-game
16,a5b15c8b-5d76-48cd-917f-6b443592bc17,RED_ASIST_2,this is red sounds good blue we should leave some victims right outside with a plaque and noting blue if you would work your way over here please this is red that's all good,8:4,08:20:00,,,,,pre-game
17,52dab824-f0c3-4bd7-b9a1-718818cae095,RED_ASIST_2,I'm moving straight to A2 this is medic,08:22:00,08:26:00,,1a,,assert,
18,5473f25e-b5b0-451c-b92a-eea30f8afccd,BLUE_ASIST2,this is blue I'm close to A2,08:49:00,08:51:00,,1b,3.0,info-provide,
19,ed882e52-066b-4bd5-adcb-434824e7cb1e,RED_ASIST_2,this is medic let's move into A3 we can leave those victims their transporter to handle,08:33:00,08:58:00,,2a,,action-directive,
20,9b23f5af-4193-4b13-ba7d-23d93919b673,GREEN_ASIST2,where are you guys this is green by the way,9:0,9:2,,3a,,info-request,
21,c91ae094-b302-4d60-9872-2e777b9be054,BLUE_ASIST2,outside it too,9:3,9:3,,3b,2.0,info-provide,
22,718c3e38-753d-478f-8d17-25ed23181f8a,RED_ASIST_2,this,9:3,9:3,,,,,
23,dc8bc475-d58c-478c-997e-8c90803c3499,BLUE_ASIST2,this is blue I'm going to put the critical victim in the hallway and Dino that way the transporter can grab them and put them in there,09:25:00,09:34:00,,4a,,commit,
24,6fa06a1f-f4d5-4078-9651-6f0aacf5bfaa,RED_ASIST_2,this is red you actually grabbed the type A,09:35:00,09:39:00,,4b,3.0,info-provide,
25,8618d65f-7529-4365-8616-37cd728e44aa,BLUE_ASIST2,I apologize,09:40:00,09:40:00,,4c,,acknowledge,
26,f385982c-c876-4a5f-977e-601044dc0d06,GREEN_ASIST2,this is Green do you want me to get anybody oh I see them,09:46:00,09:52:00,,5a,,info-request,
27,dd284869-029a-40e4-9f57-51c71c4014ac,RED_ASIST_2,this is this is red just keep moving through the complex and once you finished like wrap back around and start picking them up,09:51:00,10:0,,5b,3.0,info-provide,
28,cbc2f97c-3f52-46a2-877e-8aae547983f2,GREEN_ASIST2,this is green there's a lot of safe oh nevermind you put okay foot marker Zone room room room,10:2,10:6,,6a,,assert,
29,e2d15fb8-2c2e-492a-8e65-9966e40f1d65,RED_ASIST_2,this is red I'll try to put them always on the Southside personally,10:8,10:11:00,,7a,,assert,
30,5a4fc518-c869-465f-989e-e2f1cd53ea45,GREEN_ASIST2,Kata this is green understood I like that strategy,10:13:00,10:16:00,,7b,2.0,acknowledge,
31,9bff40ce-e57a-4910-8ece-0b671256de14,BLUE_ASIST2,this is blue red I need you to stabilize this last boy right here,10:17:00,10:21:00,,8a,,action-directive,
32,835fae43-d1ba-4323-a1fa-5d7fabbef6ea,RED_ASIST_2,this is red I was just taking them right outside real quick,10:23:00,10:25:00,,8b,2.0,info-provide,
33,23325a2e-39c2-4439-bb2c-c9a951f3070f,BLUE_ASIST2,keep it moving,10:33:00,10:34:00,,9b,2.0,accept,
34,470e5c0a-020e-4968-8cf0-723cce2caae4,BLUE_ASIST2,this is,10:39:00,10:39:00,,,,,
35,29f49154-c687-44e2-9e12-8465d0784af6,RED_ASIST_2,this is red let's C6 this is red if you drop that help me,10:28:00,10:58:00,,9a,,action-directive,
36,37407687-ea2d-43bc-be02-b4b173fa9d68,RED_ASIST_2,clear out the path to die please,10:58:00,11:1,,10a,,action-directive,
37,cf2975ac-b2dc-4a6c-adb9-0c30a4db5b1e,GREEN_ASIST2,this is green we have 11 minutes and 45 seconds and we can definitely do this we got this,11:6,11:11:00,,11a,,assert,
38,9c5b530e-c437-4492-95fe-c0534f130026,BLUE_ASIST2,this is blue affirmative Soldier I appreciate your tenacity and enthusiasm in the mission I believe that we will win this is blue up reporting from C2 I have regular and a a critical victim in this room I believe,11:13:00,11:30:00,,10b.11b.12a,2.0,accept.acknowledge.assert,
39,f7c74cbc-cba9-4541-8a0e-31ccb324ff49,RED_ASIST_2,this is red moving into C2,11:32:00,11:34:00,,12b,3.0,accept,
40,9789e284-ae6d-4481-887b-90feca2fb711,GREEN_ASIST2,this is green I have a safe of victim that doesn't have a marker on it apologies I just don't know where to put them,11:34:00,11:41:00,,13a,,assert,
41,64fc4fa3-8c07-40aa-8b54-027fbd199a02,RED_ASIST_2,this is red if you would give us a location we'll be right there,11:43:00,11:47:00,,13b-1,3.0,follow-up-question,
42,62c45cab-bc46-4015-9581-6c00b1a780ca,GREEN_ASIST2,oh it is A3 Library,11:45:00,11:49:00,,13c,,info-provide,
43,229e7b38-aefe-4db0-b652-29ae11a9a56b,RED_ASIST_2,at A3 B will be right there after taking these victims outside,11:52:00,11:58:00,,13b-2,3.0,accept,
44,fd33ed12-e8f9-4eb3-a4fc-058f7b6d6db9,GREEN_ASIST2,okay,12:4,12:4,,,,,
45,5b1a202e-b555-439f-a7ab-0400eeaf288e,RED_ASIST_2,loading zone A3 I am on my way,12:4,12:8,,13b-2+,3.0,accept,
46,67fd47f0-89a3-4852-a689-acd62b829ae4,GREEN_ASIST2,this perfect,12:7,12:9,,,,,
47,5c1439ee-78c5-4983-8324-6fd33c0f2531,RED_ASIST_2,this one is a type critical but green,12:14:00,12:16:00,,14a,,assert,
48,caad72e7-995c-494b-9a61-b67f851a6c1d,BLUE_ASIST2,this is blue I am lost,12:23:00,12:24:00,,15a,,assert,
49,63a8ef55-bbc9-49b1-8126-d40bb9222cb1,GREEN_ASIST2,green copied that I C,12:17:00,12:24:00,,14b.15b,1.0,acknowledge.acknowledge,
50,a0952c64-0bf0-4f62-9471-6f3d30704477,RED_ASIST_2,this is red I'm right next to you blue come with me this is red let's move into B4 the window room,12:23:00,12:37:00,,16a,,action-directive,
51,1d1dcaa7-94dc-4bd7-8541-4560cb0b87b6,BLUE_ASIST2,this is blue breaking down the women's room,12:38:00,12:39:00,,16b,2.0,info-provide,
52,7e473dd0-cc5c-46aa-bfcf-91bf03256413,GREEN_ASIST2,this is green do you guys know if I take the save victims to their respective spots,12:47:00,12:51:00,,17a,,info-request,
53,dfa065f3-4094-4d46-bde7-695c82e59168,BLUE_ASIST2,this is blue affirmative go ahead Soldier,12:53:00,12:55:00,,17b,2.0,info-provide,
54,03af33c1-6014-4229-9f99-7f6ee9eef429,GREEN_ASIST2,thank you thank you,12:58:00,12:58:00,,17c,,acknowledge,
55,ada978b4-10be-450e-9c90-2e8806fc5308,BLUE_ASIST2,this is blue we have 9 minutes 45 seconds remaining,13:5,13:7,,18a,,assert,
56,c193a200-8297-44eb-8c0e-b7219f37bd95,GREEN_ASIST2,this is green thank you blue,13:9,13:10:00,,18b,1.0,acknowledge,
57,edd50a6b-c46c-4ba2-8014-31496587d9ed,RED_ASIST_2,this is red let's move to B5,12:44:00,13:2,,19a,,action-directive,
58,6c3f03f7-e1e4-4dd0-b88c-a1733eb738c7,GREEN_ASIST2,this is green do you guys mind if I move to section D and H start marking down,13:12:00,13:18:00,,20a,,assert,
59,0e827f23-c7b9-41ce-9353-3403b727df42,RED_ASIST_2,this is red we've actually got quite a few critical victims here if you wouldn't mind helping us take these guys we are currently at B5,13:14:00,13:30:00,,20b,3.0,info-provide,
60,e1590261-e91b-4afd-975a-6ea1d549bc0b,GREEN_ASIST2,I'm at B4 there's a there's no marker for this I'm not sure,13:31:00,13:39:00,,21a,,assert,
61,6413b400-a308-49e6-a7ee-ae12d6c8cac0,GREEN_ASIST2,B for you,13:39:00,13:41:00,,,,,
62,524c994d-c535-4fe1-b2ad-11f9f6b25cda,BLUE_ASIST2,this is blue,13:41:00,13:42:00,,,,,
63,7ab3215f-34aa-434a-bcc6-c1c9a11ce8bc,RED_ASIST_2,before there's a critical marker there,13:42:00,13:45:00,,21b,3.0,info-provide,
64,1170c69b-83ad-4703-bc30-bdc2575fddbe,GREEN_ASIST2,oh critical oh I see sorry this is green I was always thinking that there should be a c marker by looking my bad,13:43:00,13:52:00,,21c,,acknowledge,
65,833e1710-4e08-4b3e-bd14-43d55e179d4c,BLUE_ASIST2,this is blue it's all right,13:54:00,13:56:00,,,,,
66,53c294d6-0fdf-42c1-8fa6-c7390a21de17,BLUE_ASIST2,this is also blue we put three critical patients right outside B5 if you could just go ahead and run them all,13:58:00,14:4,,22a,,action-directive,
67,81119f7e-6fce-4ac7-89df-6e635169c873,GREEN_ASIST2,this is green I can do that,14:4,14:6,,22b,2.0,accept,
68,6ff9abdf-704d-4fc0-b003-27e95d8da928,BLUE_ASIST2,this is blue red what you think about going towards the north sector of the building,14:12:00,14:17:00,,23a,,info-request,
69,324fab13-fc28-457f-9c90-41e7cf7fc29a,RED_ASIST_2,this is red yeah let's head over there now we'll start making our way,14:21:00,14:25:00,,23b,3.0,info-provide,
70,b4213f0b-281e-4a19-a8e8-5386388f1b77,RED_ASIST_2,Roo the he's I'm grabbing this last C victim while you move there so we are finished with the a block,14:26:00,14:34:00,,24a,,assert,
71,4d674764-1010-4d16-8dcb-587994375f75,BLUE_ASIST2,this is blue transported could you go ahead and go towards the middle and start identifying those rooms while we make our way there,14:34:00,14:39:00,,25a,,action-directive,
72,397c2b08-126f-4234-8606-2b0d3179e324,GREEN_ASIST2,this is green what do you mean by the middle,14:40:00,14:42:00,,25b,2.0,follow-up-question,
73,decaf111-85d6-46a9-9cc4-640d5108fbf8,BLUE_ASIST2,Zone C in between the North and South Zone C could you identify how many victims and where they are,14:44:00,14:49:00,,25c.26a,,info-provide.action-directive,
74,458f1afb-1440-4869-94a7-5f9519880332,GREEN_ASIST2,Ogg,14:52:00,14:52:00,,,,,
75,d9ecb584-d10e-41b5-bfa7-70b4423961b8,BLUE_ASIST2,that's exactly what I mean yes,14:53:00,14:54:00,,26c-1,,acknowledge,
76,1962c03f-e917-4d45-8089-e2081a8c7562,GREEN_ASIST2,is this green I got you,14:55:00,14:56:00,,26c-2,,acknowledge,
77,0b050454-f428-4c19-b43a-b769bfbb5a9d,RED_ASIST_2,this is red he means G and the E2 GED all of those guys yeah,14:50:00,14:56:00,,26b,3.0,info-provide,
78,ac2e0ffe-5a6d-48f4-9cd5-0c87c64e3b89,GREEN_ASIST2,this is green is Rubble in front of a D1,15:7,15:11:00,,27a,,assert,
79,668fec21-931b-438a-843f-bbe1a22ec08b,GREEN_ASIST2,just be prepared,15:13:00,15:15:00,,27a+,,assert,
80,516bca52-7058-4dce-a1a9-32d09bb80bb6,BLUE_ASIST2,this is blue I believe F2 will have at least one critical,15:21:00,15:26:00,,28a,,assert,
81,069b8b80-c793-4c3a-99f1-0d82e9de0965,BLUE_ASIST2,is prior knowledge,15:28:00,15:29:00,,28a+,,assert,
82,2eeb23cf-3ea3-460f-8e34-aae5ea51dab1,BLUE_ASIST2,I lied,15:32:00,15:32:00,,,,,
83,cbf7d6e2-5571-4c6e-86ad-1536d9903312,GREEN_ASIST2,perfect thank you,15:30:00,15:31:00,,28b,1.0,acknowledge,
84,6b9215df-9247-4b61-b33d-db9f81f21613,BLUE_ASIST2,this is Green Mile had my information is wrong,15:34:00,15:37:00,,29a,,assert,
85,4eee4909-0e03-40f4-95d9-34f6617654ca,GREEN_ASIST2,there's a critical victim in SE 3 I mean he's an elephant,15:37:00,15:41:00,,30a,,assert,
86,26aa8230-dd4f-4630-ac01-9a4e93e1485a,BLUE_ASIST2,this is blue I'll take this critical victim right after you're done with it red,15:56:00,15:59:00,,30b,3.0,accept,
87,8fe842bb-437a-4f2a-a130-80eadbe2dc84,RED_ASIST_2,this is Red Door red hat,16:5,16:6,,,,,
88,20d5c3db-39ba-42d9-b5d7-43114b7131c0,BLUE_ASIST2,this is blue this is amazed,16:10:00,16:11:00,,,,,
89,379c1ee5-37c4-4eda-ae76-04aca9de8900,GREEN_ASIST2,B is green should we,16:11:00,16:16:00,,,,,
90,92129937-c073-43ac-8bd5-ddbfa62d2c9a,GREEN_ASIST2,I mean sorry,16:18:00,16:19:00,,,,,
91,a14bc03a-cc48-4273-a616-f289127ba5be,RED_ASIST_2,this is red green can you come back to E5 for me real quick,16:19:00,16:22:00,,31a,,action-directive,
92,61c99890-5133-4ac4-99a9-6cd9c712f547,GREEN_ASIST2,this is green can-do's-ville,16:23:00,16:24:00,,31b,2.0,accept,
93,e62f05f9-82d3-40de-b531-4f786ac0f2c9,GREEN_ASIST2,yes got it,16:28:00,16:32:00,,31b+,2.0,accept,
94,675fe9ca-154a-4811-8191-364348854a6f,GREEN_ASIST2,yes,16:38:00,16:38:00,,32b,1.0,accept,
95,2996b186-46e9-40ce-944e-57c1dbfe7eb8,RED_ASIST_2,this is red put up green green there's a critical patient here I need help with,16:33:00,16:37:00,,32a,,action-directive,
96,cace73f9-b8e7-4d5a-8416-44674354add9,GREEN_ASIST2,okay,16:44:00,16:44:00,,,,,
97,9a8fe8f3-f980-4bbf-8ec2-a11543312113,RED_ASIST_2,this is red blue we need help at E5,16:45:00,16:46:00,,33a,,action-directive,
98,b54b8691-93ce-4895-be1c-abe29eef410d,BLUE_ASIST2,this is blue on my way to E5,16:48:00,16:49:00,,33b,3.0,accept,
99,ef6994dc-9369-4cff-b864-f258d6ccbc45,RED_ASIST_2,so how's your day been,16:52:00,16:53:00,,,,,
100,e65a3a22-944f-46e4-99e2-185d227555a0,GREEN_ASIST2,this is green my day has been great,16:55:00,16:57:00,,,,,
101,5ffec016-092b-4206-804a-4d7ca9df2de5,RED_ASIST_2,this is red my GPS signal was lost,16:58:00,17:1,,34a,,assert,
102,a2b2b122-6c2d-4497-b4a3-104eb0b732b5,GREEN_ASIST2,this is green - do,17:2,17:3,,34b-1,1.0,acknowledge,
103,6f7db126-b60e-4d15-a192-ad7e82c8a7fc,BLUE_ASIST2,this is blue my GPS as well,17:2,17:4,,34b-2,2.0,info-provide,
104,6770b868-34bc-4d2d-9546-6ee7af986de9,BLUE_ASIST2,this is blue E1 E5 correct we're looking for E5,17:7,17:11:00,,35a,,assert,
105,4617f6af-9a1a-4337-ae6e-a5dfb519cfe9,GREEN_ASIST2,B5 yes,17:11:00,17:12:00,,35b,2.0,acknowledge,
