,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,935c2b0b-e1af-4373-986a-57dcdc736c74,GREEN_ASIST2,so weird,1:8,1:8,,,,,pre-game
1,2e1a0522-899c-4e43-a8d1-3e1c7517a9d8,GREEN_ASIST2,and situational awareness for example if you are transporting started everything please refer to your teammates with your assessment call sign all right let's get ready to start question mark please note that the ground Blue Block,01:15:00,01:30:00,,,,,pre-game
2,6a1c6e1b-c4a7-4390-8a45-674dc0010789,GREEN_ASIST2,the use of time for discussion please let us know if room too,01:33:00,01:36:00,,,,,pre-game
3,6863df2b-9bb6-4070-b584-c5f31ba20684,GREEN_ASIST2,okay,01:44:00,01:44:00,,,,,pre-game
4,f50af501-dace-444f-9ed4-9d4f09f7c5ec,BLUE_ASIST2,this is engineer,01:57:00,01:58:00,,,,,pre-game
5,babbf323-d326-4003-9613-c4839e3ad2cb,GREEN_ASIST2,okay,2:0,2:0,,,,,pre-game
6,27607227-9a8f-4fa8-a038-75e25ca60641,BLUE_ASIST2,from what I'm looking at the first critical threat areas that we see are at C1 and then right over a D2 in the beginning so because straight from some C and then make a left and then we're going to get to to the first critical zones,2:1,02:16:00,,,,,pre-game
7,8d2a3a1f-e3a7-47f2-b261-3c19978dfa0c,GREEN_ASIST2,okay this is transporter says that there's B1 is like a big project meeting so there might was probably going to be a lot of,02:12:00,02:27:00,,,,,pre-game
8,3dd4cd6b-fd5b-41fd-86e8-157c9e229754,GREEN_ASIST2,critical victims there,02:28:00,02:29:00,,,,,pre-game
9,b1146256-7e04-49ca-b647-3c8992f486e1,GREEN_ASIST2,yeah,02:32:00,02:32:00,,,,,pre-game
10,c34ff2dc-48bf-4364-95a2-ea97eb58f101,GREEN_ASIST2,so B1 first I think and then you said C1 and then d,02:41:00,02:47:00,,,,,pre-game
11,1739db0c-f835-4b09-869f-a191b25de63b,BLUE_ASIST2,definitely this is engineer do you want to hit a B1 first and then blue brag to these Hazard areas or what do you what do you guys want to do yes C1 D and then the rest are going to be i1a M1 K4,02:27:00,02:55:00,,,,,pre-game
12,2d07e733-fce2-4b51-963c-77d1df5f92ab,GREEN_ASIST2,okay,3:2,3:2,,,,,pre-game
13,448fa87b-f22c-4cbf-b9b0-337f3d5bd081,BLUE_ASIST2,there's only one in the middle of G2 but I feel like we can get those lessons to a bit further away,02:57:00,3:2,,,,,pre-game
14,8ae2226f-9ea7-4972-9e17-af4dbbf811dd,RED_ASIST_2,so this is medic I also have some ideas about this I was thinking more along the lines of engineer goes and clear that the threat areas well I have transporter come with me and Mark down the critical,3:4,03:22:00,,,,,pre-game
15,1cb8cc24-5fe2-4042-bfc2-a830d79468ef,GREEN_ASIST2,this is transporter I like that idea,03:29:00,03:31:00,,,,,pre-game
16,f416c201-cada-499c-9aca-7f79a2451866,BLUE_ASIST2,this is engineer I like that idea too,03:32:00,03:33:00,,,,,pre-game
17,f94c3cf7-6602-48b7-8ddb-db5e16c57f4a,RED_ASIST_2,Tim's doors and so I'm thinking we start from a side and we list you know whichever room is that some of us have in some of us don't have because I have some that aren't listed on your guys's,03:25:00,03:43:00,,,,,pre-game
18,da12c99f-1776-4e78-8786-f98757157076,GREEN_ASIST2,go go go,03:50:00,03:50:00,,,,,pre-game
19,cac5d847-f42d-47b2-a8ea-5b0b4cc0169c,GREEN_ASIST2,so,03:53:00,03:53:00,,,,,pre-game
20,f07e75a1-1d7f-47cb-b39a-aeb940ba721c,RED_ASIST_2,so we'll just start sweeping map from left to White right,03:46:00,03:48:00,,,,,pre-game
21,7da59288-315d-451b-adf3-05da3219e0c4,GREEN_ASIST2,we're going to go,03:56:00,03:56:00,,,,,pre-game
22,327da564-304d-4d2e-acc3-62ec1bdaf4f2,GREEN_ASIST2,2 A2 left side first,03:58:00,4:1,,,,,pre-game
23,674982d8-6ca6-461e-acfb-de35e453fdea,RED_ASIST_2,does anybody have any objectives in a mission information,4:4,4:7,,,,,pre-game
24,21f3e5ed-c195-4723-848c-165e2ee92de5,GREEN_ASIST2,no,4:9,4:9,,,,,pre-game
25,99e1a413-3a2a-400b-98d5-a1eed9601bf5,BLUE_ASIST2,this is engineer and A4 I only have one Hazard area,4:8,04:13:00,,,,,pre-game
26,67ebd37e-d071-4eb8-a844-598abf24c54d,GREEN_ASIST2,there's a critical victim in here,04:14:00,04:15:00,,1a,,assert,
27,97b3cbd4-2d4b-4fb7-afd8-8a4150d9ebec,GREEN_ASIST2,B room,04:21:00,04:24:00,,1a+,,assert,
28,4ca8830d-5e97-4b5b-bd3a-9e777fb11ddf,RED_ASIST_2,well I have this is medic I have information about A2 there might be victim is in there,4:9,04:24:00,,2a,,assert,
29,b3943df7-cc04-4852-9664-179d1434d1d4,GREEN_ASIST2,no victim A2 regular victim,04:27:00,04:29:00,,2b,3.0,info-provide,
30,c8e01c48-8efd-406b-8070-d1744c72c971,GREEN_ASIST2,lunch critical victim here,04:35:00,04:37:00,,2b+,3.0,info-provide,
31,b483652e-bbdb-4b3d-8d70-99fae8ebc43e,RED_ASIST_2,engineer can I get you to clear out A2,04:28:00,04:38:00,,3a,,action-directive,
32,e5955f4d-5746-4624-b714-6321f44429af,GREEN_ASIST2,yeah critical victims right inside there oh,04:40:00,04:43:00,,3b,2.0,acknowledge,
33,383aee14-5a2f-4e9f-9945-e3b9ff1b64e3,RED_ASIST_2,I get you transporter in B1 B critical victim,04:41:00,04:49:00,,3c.4a,,acknowledge.assert,
34,e914743c-47bf-4de8-8f21-c1a13e820e35,GREEN_ASIST2,yep coming in,04:51:00,04:52:00,,4b,2.0,accept,
35,fdbedb91-f3e0-40be-9139-1ca18c3ebbe8,GREEN_ASIST2,sorry,04:54:00,04:54:00,,,,,
36,504d42f4-53bf-4270-9d59-6602457d9c9c,GREEN_ASIST2,mmm,5:0,5:0,,,,,
37,a46eecad-a10c-43b3-95cd-04cbb7e9ba11,GREEN_ASIST2,this is,5:4,5:4,,,,,
38,7e87d07a-d4fa-4660-8ec5-a1530254fa42,RED_ASIST_2,thank you could you transport this guy I2 C,04:53:00,04:58:00,,4c.5a,,acknowledge.action-directive,
