,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,0f2daa41-ea94-4563-8bc1-fa7854e2f1d4,GREEN_ASIST1,transporter I got the medic mission brief,0:5,0:7,,,,,pre-game
1,7bfc4786-c7aa-4301-9e8a-cce80d82c79c,BLUE_ASIST1,yeah this is it engineer and I'm looking at the medic,00:17:00,00:20:00,,,,,pre-game
2,3a728b60-356b-47d3-9568-2c70c3013eab,BLUE_ASIST1,search,01:50:00,01:50:00,,,,,pre-game
3,3b83788f-912a-4528-b1d7-cdecc61dfc77,RED_ASIST1,okay,04:18:00,04:18:00,,,,,pre-game
4,3a896ddb-00b8-4be3-a4aa-1deadf254b52,GREEN_ASIST1,all right what critical information did you guys get,04:19:00,04:23:00,,,,,pre-game
5,f0bb2d71-943a-490a-9be4-c700c92b6ce3,RED_ASIST1,I was given location to meetings and various places of this building medic sorry medic,04:24:00,04:33:00,,,,,pre-game
6,30760ea8-9186-436d-9c6a-a1260aeef748,RED_ASIST1,pass,04:36:00,04:36:00,,,,,pre-game
7,34b0d3c0-9dcc-4a76-b859-02586b4ae22c,BLUE_ASIST1,and,04:44:00,04:44:00,,,,,pre-game
8,c47efc97-d8b6-49bc-a7fb-db84471f4fc0,RED_ASIST1,yeah I got where they were,04:45:00,04:46:00,,,,,pre-game
9,47e0762e-5bd8-42ca-a158-2e07bca8f0ec,GREEN_ASIST1,which role are you I'm sorry medic okay another way transporter I got like number of people in a meeting approximately so and you know where they are okay okay,04:32:00,04:46:00,,,,,pre-game
10,41ed89db-7832-4905-bdad-72fd90d409e5,BLUE_ASIST1,and this is engineer I got a rooms with a severe damage moderate damage and moderate damage so I'm going to go ahead and clear the,04:49:00,04:57:00,,,,,pre-game
11,ad9734a9-1aa7-4bb5-b960-d1a4738b6771,RED_ASIST1,okay,5:2,5:2,,,,,pre-game
12,23a61ba8-e51f-4e71-b0fc-501f7e01d8e2,GREEN_ASIST1,yeah sounds good,05:10:00,05:11:00,,,,,pre-game
