,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,a91bed3b-d436-4a57-8b17-82545c0a433e,RED_ASIST1,give me a newt,0:6,0:6,,,,,pre-game
1,eb255125-07af-44ee-a26e-d0cb37b64529,RED_ASIST1,okay,00:13:00,00:13:00,,,,,pre-game
2,90c96699-4863-47ff-9317-626cb3afbc3b,BLUE_ASIST1,engineer spec,01:30:00,01:31:00,,,,,pre-game
3,50f8604d-c759-4405-868d-ef466ad9379d,RED_ASIST1,clear,01:41:00,01:41:00,,,,,pre-game
4,80c787c6-47f5-4970-ac75-f31c5f012ad7,RED_ASIST1,medic back,02:41:00,02:46:00,,,,,pre-game
5,187ff893-19cc-4417-b863-3e6b00c72db4,GREEN_ASIST1,I guess what is here,02:47:00,02:48:00,,,,,pre-game
6,3133817d-eba4-4a2a-92a5-56a8cbfa5220,RED_ASIST1,yeah they're open,03:26:00,03:26:00,,,,,pre-game
7,9fc53726-594d-4f43-98e9-c071919304a9,GREEN_ASIST1,so Sublime,06:11:00,06:12:00,,,,,pre-game
8,1f1b2b36-f882-4d95-9edc-1b8e44628f6d,GREEN_ASIST1,left to right,06:17:00,06:18:00,,,,,pre-game
9,b160c03c-7f49-4bdd-9dd4-484a8ad1c172,RED_ASIST1,okay like I said clear a certain yeah that's right,06:12:00,06:20:00,,,,,pre-game
10,a94240d6-e5fa-4e2c-aa11-2e3107632302,RED_ASIST1,okay,06:22:00,06:22:00,,,,,pre-game
11,3900d12b-5014-43a5-b131-fe8be0f9a2d6,GREEN_ASIST1,yeah all right yeah all right so I'll start at A1 and just start like to run my way up,06:19:00,06:25:00,,,,,pre-game
12,384aaeb2-561a-44a5-8239-8da39ef2a86d,RED_ASIST1,or to maximize points we can over the middle or a no because,06:28:00,06:31:00,,,,,pre-game
13,a35450b2-7c10-46ea-b5ed-793a3a413c31,GREEN_ASIST1,that's what we started last time,06:31:00,06:32:00,,,,,pre-game
14,f75d6b74-7525-4f91-98ee-65de111a5bad,RED_ASIST1,yeah that's true actually that's true yeah,06:34:00,06:39:00,,,,,pre-game
15,b2ba72a9-ba13-4ae3-8a75-c295b1f905d5,GREEN_ASIST1,and it felt a little bit disorganized yeah but I think yeah given help few there are on the left there's not too many so I think we could probably do those kind of quick hopefully,06:35:00,06:46:00,,,,,pre-game
16,b4149da9-d4d0-4ba0-9b0e-8568200f6dff,RED_ASIST1,yeah yeah cuz I was thinking if he did if we started middle then it could like it's just narrative as you know but,06:47:00,06:54:00,,,,,pre-game
17,c521d7b4-1f6a-4f4a-8449-9dbfe3bed686,BLUE_ASIST1,yeah,06:57:00,06:57:00,,,,,pre-game
18,6eeb40e6-4a7b-4eeb-9764-82c1b0c409d0,RED_ASIST1,yeah yeah yeah,06:57:00,06:59:00,,,,,pre-game
19,04994eba-4968-4e9f-aafa-01882b688108,GREEN_ASIST1,is the information you guys got the same like the same type not the same exact thing right okay all right well I know if there's any rooms like are there any on the ASA we should be looking out for,06:53:00,7:7,,,,,pre-game
20,aae35897-d689-43a0-a3fd-87646ad2303b,RED_ASIST1,nope I don't see any a meetings,07:10:00,07:11:00,,,,,pre-game
21,2acd3e3d-8adc-4b8e-ad73-865025905b43,GREEN_ASIST1,engineer,07:11:00,07:11:00,,,,,pre-game
22,9adb5456-8465-4937-be32-1082fb16e759,BLUE_ASIST1,and no I only C B5 in B AIDS are damaged,07:11:00,07:18:00,,,,,pre-game
23,e93e67ba-a243-4f4d-8fec-5651a07650b2,GREEN_ASIST1,okay,07:20:00,07:20:00,,,,,pre-game
24,a9d80b0d-4ce4-4f23-b719-80e2ca53fdb2,GREEN_ASIST1,what types of meetings,07:24:00,07:24:00,,,,,pre-game
25,72e8a48f-7bef-455f-a4e2-ac5aaa29ec53,GREEN_ASIST1,sure yeah,07:27:00,07:28:00,,,,,pre-game
26,a15cdcd9-134f-4fee-a554-60e21d980016,BLUE_ASIST1,yeah so I'm gonna go ahead and clear B5 and B A first then I'll go yeah I'll go clear C2,07:23:00,07:30:00,,1a,,commit,
