,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,9cc85f01-ea44-4f18-85c6-371305a53187,GREEN_ASIST1,I'm sorry this so the entire map is open this round okay thank you,02:24:00,02:30:00,,,,,pre-game
1,a14a6513-5ea0-4df3-8645-3b9fafc589b1,BLUE_ASIST1,okay,3:3,3:3,,,,,pre-game
2,b438bf56-4dc8-41d3-ba1f-a102684b585f,BLUE_ASIST1,yeah,3:8,3:8,,,,,pre-game
3,fe38cdd6-ebea-4709-a251-8e4111a8a0c8,GREEN_ASIST1,all right this is transporter so they I get a critical Mission saying that there's two or more attendees at the lunch in the management meeting so if we could like I don't know coordinate to somehow figure out whether it is because I think it might be the B are or is it B yeah B5 and B6 look like dining areas or maybe something like that,02:46:00,3:9,,,,,pre-game
4,8191dc90-5047-4891-957b-077c71f98137,GREEN_ASIST1,okay,03:30:00,03:30:00,,,,,pre-game
5,f8e40dd0-83bd-446f-9a5a-3699de162b01,BLUE_ASIST1,this is engineer I have information on rooms that are known to be damaged i3a E2 and A2 or severely damaged L1 i2a and A4 have moderate damage and then F2 h1a and then C8 have mild damage it's most likely that critical victims are in those severely damaged rooms,03:10:00,03:34:00,,,,,pre-game
6,47fa6c00-ad16-496a-a700-4cadeb1fe444,BLUE_ASIST1,okay,03:46:00,03:46:00,,,,,pre-game
7,44bb68b7-05d9-4d2b-9f27-833667d5a2d7,RED_ASIST1,okay so the the map the the management meeting is h1a please don't need push not have and the other one you were mentioning was,03:36:00,03:48:00,,,,,pre-game
8,6c644333-802b-4664-ab98-c3d195492529,GREEN_ASIST1,the project meeting,03:48:00,03:48:00,,,,,pre-game
9,39a1eae0-a22a-4c3a-b0b9-e3dcd73f0959,RED_ASIST1,project meeting the project meeting is 13 a,03:51:00,03:53:00,,,,,pre-game
10,75207f51-1506-4588-b183-087e99d73032,GREEN_ASIST1,okay and then lunch,03:53:00,03:54:00,,,,,pre-game
11,af4c1069-5a47-43e8-81f8-7ed78d660bb7,RED_ASIST1,or i3,03:55:00,03:56:00,,,,,pre-game
12,3d51f787-bf34-46da-90db-823a1880f9de,RED_ASIST1,and the lunch is A4,03:58:00,03:59:00,,,,,pre-game
13,cd4fae89-f1dd-44cf-bfd8-d73d3e29bf3a,GREEN_ASIST1,A4 okay and then one,03:58:00,4:0,,,,,pre-game
14,8bb11fe6-6be6-400f-af06-ee7cd126694f,GREEN_ASIST1,at security training,4:4,4:5,,,,,pre-game
15,423f0941-5b16-4503-b6a9-8d95b13b97ba,RED_ASIST1,security training is E2,4:7,4:9,,,,,pre-game
16,5c9715f1-a569-425e-9e2d-01a875221757,GREEN_ASIST1,facilities meeting,04:11:00,04:12:00,,,,,pre-game
17,fe29cce9-fa0e-4f77-93db-dd38c9d71c03,RED_ASIST1,facilities meeting is L1,04:13:00,04:15:00,,,,,pre-game
18,19578088-3b91-413f-886d-a8b683c576e5,GREEN_ASIST1,and then Human Resources meeting,04:18:00,04:19:00,,,,,pre-game
19,cbcc2c8c-7c19-440d-8b2e-f566e2adc39b,RED_ASIST1,Human Resources is C8,04:20:00,04:22:00,,,,,pre-game
20,99f58606-92cf-4356-875f-f9528c704bd2,GREEN_ASIST1,okay,04:23:00,04:23:00,,,,,pre-game
21,0b89721d-1cdd-46f1-a695-6ec9c813a0d7,GREEN_ASIST1,there this is transporter they're all kind of equally spread out I don't know,04:25:00,04:32:00,,,,,pre-game
22,38ee9e5a-bee1-4f79-a876-ca827ee53799,BLUE_ASIST1,okay I mean we could always just do a snake like formation just so up and down starting on,04:33:00,04:39:00,,,,,pre-game
23,d78fea0e-398c-4eff-87cc-4852fa166435,GREEN_ASIST1,okay,04:48:00,04:48:00,,,,,pre-game
24,1dc756cc-95e5-4855-ae8f-98fb1ee09910,GREEN_ASIST1,yeah,04:52:00,04:52:00,,,,,pre-game
25,8510e05d-d401-439a-97e9-3eb9166dbfae,BLUE_ASIST1,I think we should start on the side of a because that's the side that has a severe damage room there are a few rooms that are in critical and critical condition I can read them off while we're walking over there C1 D2 G2 B9 the entrance to A4 G2 K4 M1 and I'm E5 i1 all are severely damaged,04:41:00,5:7,,,,,pre-game
26,ef9c5285-44b4-4300-84f2-c45369857ebe,BLUE_ASIST1,okay,05:13:00,05:13:00,,,,,pre-game
27,25436419-8db7-4cff-8034-e81814d4a358,BLUE_ASIST1,and then just flag them off and then we can start working through our way actually we can start working over here,05:16:00,05:22:00,,,,,pre-game
28,3d6c1b77-3dae-4bc4-abbb-042025d7cf0b,BLUE_ASIST1,break down this,05:28:00,05:28:00,,,,,pre-game
29,55bfccd8-bfca-4053-8633-7efd84e93527,GREEN_ASIST1,I'm going to start flying off some rooms over here this is transporter is everybody over in this D area,5:9,05:31:00,,,,,pre-game
30,bec7cf63-f866-495d-ae26-7bce96b1231f,GREEN_ASIST1,oh,05:40:00,05:40:00,,,,,pre-game
