,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,5d82300f-57aa-4301-b7d6-056a8e7e05e0,GREEN_ASIST1,okay so transporter here I have cancelled meetings activities have been cancelled in this storage reorganization room the lunch room and zoom2 from office so what what room is are those medic,03:17:00,03:31:00,,,,,pre-game
1,843b5a4d-82c6-4656-8198-64a07b9da2c0,GREEN_ASIST1,F2 okay,03:36:00,03:37:00,,,,,pre-game
2,8a38e6c6-a23d-46cb-b24d-cc94c97c7287,RED_ASIST1,so the storage room is F2 and then the other one you said was,03:35:00,03:43:00,,,,,pre-game
3,10b52445-1834-4fd3-bb89-755f4db71528,GREEN_ASIST1,the other one I said was lunch,03:44:00,03:44:00,,,,,pre-game
4,559f3586-af31-4388-b83e-e07a7edba7d4,GREEN_ASIST1,okay and the last one is zoom2 from office,03:49:00,03:50:00,,,,,pre-game
5,0c340b5f-f626-4236-9e3c-f5fbe06db968,RED_ASIST1,zoom2 from office is L2,03:56:00,03:57:00,,,,,pre-game
6,204b511d-e754-42a3-964b-945c86998f7e,GREEN_ASIST1,okay,03:55:00,03:55:00,,,,,pre-game
7,2a6955c1-6b5c-47ff-8a79-ffaca849cec5,GREEN_ASIST1,an attendee in zoom2 meeting project meeting where those two,4:4,04:10:00,,,,,pre-game
8,40ffb68f-775a-457c-abff-2314486e56f6,RED_ASIST1,project meeting is B8 and zoom meeting is E3,04:10:00,04:16:00,,,,,pre-game
9,a29cc08a-9c4e-4336-984d-a97226bc5d1f,GREEN_ASIST1,B8 okay,04:14:00,04:15:00,,,,,pre-game
10,08ad0e4d-5488-4396-849f-d30abc272155,GREEN_ASIST1,E3 and then Human Resources meeting as well,04:18:00,04:21:00,,,,,pre-game
11,d510aa56-9618-4007-8627-29c321e46444,RED_ASIST1,it's M1,04:21:00,04:22:00,,,,,pre-game
12,579c4557-e170-4f48-8096-91578deb3776,RED_ASIST1,mmm,04:27:00,04:27:00,,,,,pre-game
13,79732f29-61b2-48f3-a177-2510aca0ebfb,GREEN_ASIST1,and will you say L1 or M1 M1 okay and then two or more attendees in security training,04:24:00,04:32:00,,,,,pre-game
14,ca1b7f88-70f3-4223-a66a-8e1bfb3d4f3d,RED_ASIST1,security training is B5,04:34:00,04:35:00,,,,,pre-game
15,fbe27274-14f0-48d1-99d9-987a047847cf,GREEN_ASIST1,okay C5 K facilities meeting,04:36:00,04:41:00,,,,,pre-game
16,59500f8a-64e0-40ac-bce5-5b421c2c970e,RED_ASIST1,facilities meeting is K4,04:42:00,04:44:00,,,,,pre-game
17,0a4589fd-563b-4ba6-b65e-ac266c669faf,GREEN_ASIST1,K4 okay management meeting,04:44:00,04:49:00,,,,,pre-game
18,19d0f9ad-b843-4d36-a738-5a3f12aaa6ed,RED_ASIST1,C2,04:49:00,04:49:00,,,,,pre-game
19,0aca4ca9-2fed-4aed-976b-dea2908bf560,GREEN_ASIST1,C2 Okay so we've got a lot of victims because we've got C2 and E5 both have four victims combined we could focus a lot of our efforts there first,04:51:00,5:5,,,,,pre-game
20,6e4f79a9-5e94-4419-b5c5-33025b0bc0f8,RED_ASIST1,SO meetings on the left side are the maximum,5:7,5:9,,,,,pre-game
21,5fa7654a-d268-4578-bcf7-8efcae29064f,RED_ASIST1,so,05:13:00,05:13:00,,,,,pre-game
22,44fc7420-afd3-4ac2-8ca0-dfdff1948e3d,GREEN_ASIST1,I think sorry go ahead,05:13:00,05:15:00,,,,,pre-game
23,e10767a9-48d1-458e-a1ff-abb3a496990f,GREEN_ASIST1,okay,05:25:00,05:25:00,,,,,pre-game
24,152faea8-d2ff-44e5-af3e-afc2acffaabc,RED_ASIST1,yeah so the meetings on the left side B Phi and C 2 are on the left side so it is one of the crucial one to start with yeah,05:17:00,05:27:00,,,,,pre-game
25,6b24caf4-0854-40af-85da-22fb8d3f4fa0,BLUE_ASIST1,all right I have yet so my C I have a list of severe moderate mild known damages B5 is severe F2 E3 those are severe B8 is moderate C2 is moderate D4 is moderate and the mild or L2 K4 and M1 and then I have a few rooms that are critical here C2 is a danger room so look out for C2,05:24:00,05:52:00,,,,,pre-game
26,2153e20e-cbd1-4e08-9eec-92866ef2d60a,BLUE_ASIST1,I also have C7 and D3 or also danger room and then also A3 is a danger room on the side of the map,05:54:00,6:1,,,,,pre-game
27,94d6f91e-c763-45cd-953f-1e51a3b8d7c4,GREEN_ASIST1,okay this is transporter here I'm just hope some mapping out this whole sub area,6:4,6:8,,,,,pre-game
28,4b191b53-a231-44c7-a909-e8e60736a86e,BLUE_ASIST1,all right yeah map out about this side of the room,6:8,06:10:00,,,,,pre-game
29,f1f4cfb7-3cd8-4ff3-9d7d-5d08e937494e,BLUE_ASIST1,then medic if we want to get started going down D like we did last time we can start with D3 here,06:12:00,06:23:00,,,,,pre-game
30,7d5281a4-625e-4992-b9c9-c0d53b5efc91,BLUE_ASIST1,then we can go back around,06:25:00,06:26:00,,,,,pre-game
31,8743f45b-39fc-42cf-b604-78420087f07c,BLUE_ASIST1,in D4 we have a,06:50:00,06:53:00,,1a,,assert,
32,9e8a18c6-7fd6-4b9c-828b-035686fff472,BLUE_ASIST1,critical and normal patient,06:56:00,06:57:00,,1a+,,assert,
33,b829e6cc-4f2d-4b97-b8c5-613679b8f5fd,GREEN_ASIST1,okay,06:58:00,06:58:00,,1b,1.0,acknowledge,
34,c5ffadce-d383-4a1b-93af-83b19756f99b,BLUE_ASIST1,R D2 D3 are not D4,7:0,7:2,,2b,3.0,info-provide,
35,992833a3-66c4-46e6-a4a1-fcf83a7d007b,GREEN_ASIST1,D3 what types are they are they labeled,06:59:00,7:4,,2a,,info-request,
36,5e9a48d3-b5ac-4737-b5d0-29c004d13621,GREEN_ASIST1,okay,7:9,7:9,,2c,,acknowledge,
37,20aa5f02-de49-47df-9b74-0cb9050f681e,BLUE_ASIST1,medic is not about you A2 them yet,7:5,7:9,,,,,
38,bb878b3a-46c4-4aea-8dc9-0c27230c73c2,BLUE_ASIST1,and then I think D4 I'm going to check D4 are you or are you able to check D2 and D1 for me like clear out the rubble in here,07:12:00,07:22:00,,3a.4a,,commit.action-directive,
39,f774c54c-2c4c-488b-8945-caa9d247e43f,BLUE_ASIST1,a D4 is clear,07:29:00,07:30:00,,6a,,assert,
40,f526d366-18b6-4360-a03d-8abb757d0589,GREEN_ASIST1,sure okay so this is yeah this is a critical as well so it's a trap room okay,07:23:00,07:37:00,,4b.5a,2.0,accept.assert,
41,d508368b-ec63-4ee8-8e0d-671901f9867c,BLUE_ASIST1,yeah that is a trapped room,07:39:00,07:40:00,,5b,3.0,acknowledge,
42,214129ad-4b69-4dff-9943-2142fe34399a,GREEN_ASIST1,medic are you playing this is transporter,07:38:00,07:43:00,,7a,,info-request,
43,7aec532d-9692-4d6b-a349-3aedd8b80d15,GREEN_ASIST1,I'm gonna enter this transport I'm gonna focus on mapping,07:56:00,07:58:00,,8a,,assert,
44,2512eeb9-6dbd-494b-9070-f30462d8edc5,GREEN_ASIST1,more rooms,8:4,8:4,,,,,
45,0a2f8cf9-fc3d-44f4-8447-b3a4ab762cd7,BLUE_ASIST1,all right yeah just map out map out the rest of this floor then medic if you want to start if you're here you want to start working on decide with me we got for patients on Dee,8:4,08:16:00,,8b.9a,3.0,info-provide.action-directive,
46,8a3df457-7b26-409f-825d-41c5920545d1,GREEN_ASIST1,yeah I've got every room on this side map doubt I believe this transporter,08:18:00,08:21:00,,8c,,info-provide,
