,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,fe33efad-84eb-4c68-bc5a-2d7bfd1a7b59,BLUE_ASIST3,this is the engineer there I've got a list of rooms with known damage severe damage is going to be i4a E5 and C4 those are going to be most likely to have critical victims in them and then we've got M1 D2 and I2 with moderate damage and then M3 B9 and A2 with mild damage it looks like there's also a critical threat rooms all over,4:3,04:32:00,,,,,pre-game
1,fe7a1b49-b01c-471e-9f48-d51848105532,BLUE_ASIST3,what A4 B8 C2 D3 h1a j4 and K2 and M3 as well,04:33:00,04:48:00,,,,,pre-game
2,1dc54c3c-ec28-485c-bef6-f0d239c42a81,RED_ASIST3,okay this is the medic so in half the rooms you named there's actually meetings going on so I2 i4a M1 M3 are the meetings happening on the right side of the map D2 and E5 are the meetings happening in the middle and then A2 B9 and C4 other ones happening on the lever so I'm assuming there's going to be a couple more victims than just one in those rooms and then considering the severe damage ones this was going to be a bunch of critical victims in those,04:49:00,05:18:00,,,,,pre-game
3,8619722e-e13c-45b2-9280-7dec051de054,RED_ASIST3,certain rooms,05:19:00,05:19:00,,,,,pre-game
4,ab851956-5e7e-4f72-9b44-9cb27b394343,RED_ASIST3,yep that's right,05:25:00,05:26:00,,,,,pre-game
5,7106be5b-89a3-4691-9295-3eda0df8435d,BLUE_ASIST3,makes a lot of sense so you said i4a was one of them correct the meeting rooms E5 was that one of them,05:19:00,05:28:00,,,,,pre-game
6,918d856a-d222-4b47-89b9-0d0b14ca164f,RED_ASIST3,E5 is yep that's one of the middle,05:29:00,05:31:00,,,,,pre-game
7,badc6f31-24a2-41d3-9166-60ce40917e00,BLUE_ASIST3,and then C 4,05:32:00,05:32:00,,,,,pre-game
8,86f30572-4e78-4793-b2b3-fee890e2fdf9,RED_ASIST3,C4 yep that's in the low side,05:33:00,05:35:00,,,,,pre-game
9,515bffb0-be8f-4627-8041-959e3ad72a81,RED_ASIST3,okay,05:41:00,05:41:00,,,,,pre-game
10,ee350815-7332-49ab-b837-d1c2edc0915f,BLUE_ASIST3,okay so probably definitely want to look at those ones as soon as we can because you're probably right those will probably have the most critical victims,05:35:00,05:43:00,,,,,pre-game
11,7c3d3ae8-9faf-47fb-afce-ff4a3fd83aec,GREEN_ASIST3,blue,05:45:00,05:45:00,,,,,pre-game
12,b9bc8fc1-3151-4b04-aea7-41a092223af3,RED_ASIST3,so if we're coming into the middle C said E5 was one with the severe damage,05:44:00,05:48:00,,,,,pre-game
13,1a01089a-6df8-49fa-9ff6-2bbe5abb11df,BLUE_ASIST3,yes,05:49:00,05:49:00,,,,,pre-game
14,51ff8a3c-8a5c-4f44-a187-7e3581afa9eb,RED_ASIST3,okay then let's just go straight for E5 up to start and then see how many we can,05:50:00,05:54:00,,,,,pre-game
15,afc9c740-fc97-41bc-99ea-80dfc0a61646,RED_ASIST3,get from there and bring them back,05:56:00,05:57:00,,,,,pre-game
16,699842d0-7dfe-44b8-ad3c-6398d8226ab0,GREEN_ASIST3,this is the transporter I don't have any room numbers but I have where people are attending so management meeting lunch and project meeting have two or more attendees so I just have a list of how many people are in like certain areas and then where there's no people yeah so,6:1,06:16:00,,,,,pre-game
17,375fb376-0515-46e7-89ce-a60ec3409b80,RED_ASIST3,okay I C police know project meeting you said project meeting right,06:11:00,06:16:00,,,,,pre-game
18,3693a35a-3c10-4115-9527-dd208fef9171,GREEN_ASIST3,yeah project meeting is two or more people,06:19:00,06:20:00,,,,,pre-game
19,cd52ca96-a247-4ea6-a44b-6a7d02844091,RED_ASIST3,okay so i4a is on the right side it let's go to E5 then C if you can clear that out first,06:19:00,06:25:00,,,,,pre-game
20,795153df-d5a0-426f-b5d0-982d1122bf93,GREEN_ASIST3,move this,06:26:00,06:29:00,,,,,pre-game
21,9f31b4d1-6ee5-47c2-9d52-f08a59a51d8a,RED_ASIST3,yeah if I there's a bunch of rubble in the way,06:29:00,06:31:00,,,,,pre-game
22,71659a05-b194-4679-aed2-055e26748b90,GREEN_ASIST3,E3 critical victim,06:36:00,06:37:00,,,,,pre-game
23,70b70c51-7c08-421b-a2a4-a6fc45b5d3a3,GREEN_ASIST3,if F3 no one A4 no one,06:40:00,06:44:00,,,,,pre-game
24,49d2e16a-967f-4b27-b876-b3135a3f65d4,GREEN_ASIST3,E5 no one,06:47:00,06:48:00,,,,,pre-game
25,c386b1e2-010d-460a-b67c-77cf29575c4e,GREEN_ASIST3,E4 Nan,06:51:00,06:52:00,,,,,pre-game
26,aad8ecd7-dfdf-452e-a638-ef9eff6854bf,RED_ASIST3,all we found okay,06:52:00,06:52:00,,,,,pre-game
27,45c80ce3-5e39-42a9-ae93-c9d5e35751c5,GREEN_ASIST3,so E3 is the only one people I know,06:56:00,06:58:00,,,,,pre-game
28,89e5de54-81fb-4d40-a844-de1e6ace4c97,BLUE_ASIST3,E3,06:56:00,06:56:00,,,,,pre-game
29,c02e1133-d8d6-471e-b17c-00d417fd7d2e,RED_ASIST3,okay then,06:56:00,06:56:00,,,,,pre-game
30,bf1f171e-9cb9-4c78-9d3e-80222e9c27d6,GREEN_ASIST3,yes engineer if you could just clear up the rubble so you could get the guy out I'll check these Doors Down Here,7:2,7:6,,1a.2a,,action-directive.commit,
31,6bcc8964-9cb8-49be-a6d6-eab021d525c8,RED_ASIST3,wake me up hey so this is a type c transporter if you want to grab this one I'll bring them to you,7:6,07:11:00,,3a.4a,,action-directive.commit,
32,51e15564-4d12-459d-9f19-3553b6315c9e,GREEN_ASIST3,Pepsi,07:15:00,07:15:00,,,,,
33,8e53b320-734b-4ac1-ab5e-69be32c70308,RED_ASIST3,another free,07:14:00,07:14:00,,,,,
34,71fe0dfd-a11d-4fb8-aa02-58041f6632a8,BLUE_ASIST3,rest of the ease look clear correct,07:15:00,07:16:00,,5a,,info-request,
35,f85c976f-647a-4339-b952-158215d7f10c,GREEN_ASIST3,all right I'll be back yeah,07:19:00,07:21:00,,3b,2.0,accept,
36,51bd2919-1890-453f-9d7f-1e3830e1ce08,RED_ASIST3,yep everything should be good,07:18:00,07:19:00,,5b,2.0,info-provide,
37,480cb35a-e6f0-4874-b5af-3dbe1895c301,BLUE_ASIST3,all right let's i4a is right actually,07:20:00,07:23:00,,,,,
38,6dbb1fab-50db-49dd-9e4d-1882778e532b,BLUE_ASIST3,yeah let's close this,07:27:00,07:29:00,,6a,,action-directive,
39,ecaa8b77-eb18-4141-b47c-d80f55b05240,BLUE_ASIST3,yeah,07:31:00,07:31:00,,,,,
40,5d1c4988-4f75-4faa-afe1-f3ab2a524106,RED_ASIST3,yeah we'd have to go round to get to that one you want to just take check the H2 rezendes on the way here I'm not sure this engineer here but,07:25:00,07:32:00,,6b.7a,1.0,acknowledge.action-directive,
41,f1ae763e-b0f2-41f0-9155-a63c800d0d46,GREEN_ASIST3,yes at the H2,07:37:00,07:40:00,,7b,2.0,accept,
42,3f88551a-77ab-4882-a14c-e7c6694a0d90,GREEN_ASIST3,country,07:43:00,07:43:00,,,,,
43,9bd55869-0d06-4938-9344-3861817bd2b2,RED_ASIST3,yeah everything's good H2,07:38:00,07:39:00,,8a,,info-request,
44,f0400dc7-fbb5-449c-b28a-50857180739f,GREEN_ASIST3,checking is,07:46:00,07:46:00,,8b-1,2.0,info-provide,
45,1dc2a1dc-aaa0-4157-bdbb-7e48bb89bd90,RED_ASIST3,I guess I think we have the whole oh yeah H2 is clear so I think we have all of H2 and the building is clear so,07:42:00,07:47:00,,8c,,info-provide,
46,8d8285ab-641d-45a8-b8fe-044923bc304f,GREEN_ASIST3,is H2 storage,07:52:00,07:53:00,,9a,,info-request,
47,4b5079bf-888c-42ab-8113-e4003fbf1a47,RED_ASIST3,it's a kitchen I believe that's all,07:51:00,07:54:00,,9b,2.0,info-provide,
48,b8bae9d7-e844-4f96-bdcd-fa1ed401cf96,GREEN_ASIST3,I channeled I don't have information on people in that area,07:57:00,8:1,,10a,,assert,
49,c9a0d399-ad40-4012-9266-0807f2979630,BLUE_ASIST3,yep,8:7,8:7,,10b,1.0,acknowledge,
50,ecddd872-9929-45bd-a21d-c160038814f6,RED_ASIST3,oh yeah C critical victim over here engineer if you want to come home again yeah lot of rubble in the window,8:3,8:8,,11a,,action-directive,
51,072b2020-822b-4c85-a5f1-ae639088e2b4,BLUE_ASIST3,okay,8:9,8:9,,11b,1.0,accept,
52,d6331849-e769-4551-a8e7-0ec165ef18fc,GREEN_ASIST3,I was transported I found a regular guy and G3,08:14:00,08:17:00,,12a,,assert,
53,4cd725c4-bf45-4b46-9768-5d84acc706fa,BLUE_ASIST3,okay,08:24:00,08:24:00,,12b,1.0,acknowledge,
54,e4ebfbb7-15d3-45b0-8378-31a4041d69e8,RED_ASIST3,okay so that one's type c engineer,08:18:00,08:22:00,,13a,,assert,
55,8d6db4e4-0d9b-4308-83b7-187221969c96,GREEN_ASIST3,there's also Rubble as well,08:25:00,08:26:00,,14a,,assert,
56,d9affe9e-f8e0-4d25-b17a-f6f7e7dc0b5d,BLUE_ASIST3,wow,08:26:00,08:26:00,,,,,
57,e7190efe-dc11-40bf-8736-a7aa5dab5fec,BLUE_ASIST3,yeah,08:29:00,08:29:00,,13b.14b,1.0,acknowledge.acknowledge,
58,ad65b3ec-9a26-4088-a63c-d5cd52309d69,RED_ASIST3,oh yeah the rebels come back okay you're gonna have to put him down and then yeah here I'm going to do the critical,08:27:00,08:31:00,,15a.16a,,action-directive.commit,
59,f243133f-5203-4182-9aeb-a865c8672fd4,BLUE_ASIST3,there we go,08:32:00,08:32:00,,15b,1.0,accept,
60,a25c4705-c940-4247-bb02-4aee86897bab,RED_ASIST3,okay,08:33:00,08:33:00,,15c,,acknowledge,
61,d234f9dd-ce47-4d87-b216-ced99cb729e7,GREEN_ASIST3,yeah where are you guys I lost track of you,08:28:00,08:35:00,,17a,,info-request,
62,3dcecc38-fd71-406d-b99d-8cb1b6895711,RED_ASIST3,we are in H1 right now,08:36:00,08:37:00,,17b-1,3.0,info-provide,
63,d121cb1a-32e9-4af0-8f5a-9f7310bf2c85,GREEN_ASIST3,H1,08:39:00,08:39:00,,17b-2,2.0,info-provide,
64,7f0e8c4b-d351-45a6-af0d-9480911e3400,RED_ASIST3,we're taking thinking B comes back to their respective room zone now,08:39:00,08:41:00,,18a,,assert,
65,75bf2b7d-612d-435c-8357-a6c281d00c78,GREEN_ASIST3,i c,08:43:00,08:43:00,,18b,1.0,acknowledge,
66,8cd8f7cd-3c38-4600-b1a5-d64a596763a8,RED_ASIST3,two A1 regular one critical,08:50:00,08:52:00,,19a,,assert,
67,d14ba58e-c967-4dbc-935d-6692ecb78f65,RED_ASIST3,okay engineer going to come with me we can clear out these D rooms I'm right behind you,08:59:00,9:2,,19b.20a,2.0,accept.action-directive,
68,4506f51a-4af6-4caf-9178-48e8cf63ff85,BLUE_ASIST3,okay yep,9:4,9:5,,20b,1.0,accept,
