,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
0,647cc435-d813-4e9a-932f-0e3097b90c4e,BLUE_ASIST2,rejoining the server for an hour,0:8,0:9,,,,,pre-game
1,8a339465-b723-4171-a83e-7f171ded4cf8,BLUE_ASIST2,I C,00:14:00,00:14:00,,,,,pre-game
2,9af117f8-a258-4d49-9bcd-1ebeed612834,RED_ASIST_2,Block C,03:35:00,03:36:00,,,,,pre-game
3,b08c65fb-9822-4a44-ba92-bddd3fc05ce7,GREEN_ASIST2,okay guys this is transporter just for our planning critical victims are probably going to be in the dangerous rooms so we're going to want to do those make sure that the we have the engineer with you when you're going in there,04:24:00,04:34:00,,,,,pre-game
4,7162e301-1878-402f-9a5e-16469abeb92b,RED_ASIST_2,yes,04:37:00,04:37:00,,,,,pre-game
5,b2874ae7-8121-4bb2-8e02-c2551bb9c5d8,BLUE_ASIST2,this is engineer so this would be a rooms are going to be i4a E5 and C4 there's nine in total but those are the really severe ones and I'll go through and just mark them starting with the most severe first,04:38:00,04:50:00,,,,,pre-game
6,342ce586-3530-495b-8a10-c89241c621b6,GREEN_ASIST2,okay,04:52:00,04:52:00,,,,,pre-game
7,dad0e390-a80d-4d4d-9b9f-f7a53faaf114,GREEN_ASIST2,and then medic what was your information,04:55:00,04:56:00,,,,,pre-game
8,f0ad2817-650a-484c-bad4-4ae59bfbf8b0,GREEN_ASIST2,okay,05:10:00,05:10:00,,,,,pre-game
9,788249aa-bacc-4773-aa7a-ac592f05e581,RED_ASIST_2,I just have that critical victims are most likely to be in areas with the most severe damage so I will be putting down markers and calling out if I need someone to come help me save people,04:59:00,05:10:00,,,,,pre-game
10,c13a6584-a2be-4ab4-b464-b5d51487d2cd,GREEN_ASIST2,I also had a list of attendees for different like schedule so like I have like a management meeting and a lunch and a project meeting but I don't have any idea where those are,05:13:00,05:23:00,,,,,pre-game
11,3321fb34-b54e-4e9a-bb5c-eb69eba1182c,RED_ASIST_2,I have those and room numbers so I have like A2 is human resources B9 is zoom2 from Office E4 security training and then,05:24:00,05:37:00,,,,,pre-game
12,beb749d4-0f35-413c-a2f6-5480d5cede95,RED_ASIST_2,this is medic sorry,05:39:00,05:40:00,,,,,pre-game
13,807d7388-078a-47bb-9c08-ae396d218c2f,GREEN_ASIST2,is this is this engineer or is this medic okay in that case I do have a list so storage reorganization and then the zoom meetings and zoom meeting from Office are all canceled,05:37:00,05:54:00,,,,,pre-game
14,f337b5c6-a682-4d9a-9790-09c2c39e0f63,GREEN_ASIST2,I don't know if you're seeing that,05:56:00,05:57:00,,,,,pre-game
15,42c48333-5f7a-45ad-bef9-233ad9665b47,RED_ASIST_2,okay so that's E5 B9 and I2 are going to not have people then most likely,05:54:00,6:4,,,,,pre-game
16,2899741d-d600-4a27-a3cc-af95dfb4ba14,RED_ASIST_2,it might be,06:11:00,06:11:00,,,,,pre-game
17,9fb6e1e7-937f-46bf-aab5-50b7ee99b703,GREEN_ASIST2,okay this is good to be a bit of a clusterfuck holy shit um I guess here's we could start on this um so the management meeting where the management meeting the lunch in the project meeting which one of those is the closest to our start,6:5,06:20:00,,,,,pre-game
18,8a79bcf8-699d-4773-8e9a-ff31f0b99a55,RED_ASIST_2,M3 i4a and management project and most last when you said,06:21:00,06:27:00,,,,,pre-game
19,f524244a-3c5e-486d-ba86-d6f566533bc2,GREEN_ASIST2,it's going to be management meeting project meeting and lunch,06:28:00,06:30:00,,,,,pre-game
20,5f92fa5d-7b98-4944-a81c-fe1fac838b6a,RED_ASIST_2,lunch so that's,06:31:00,06:33:00,,,,,pre-game
21,3a36da6d-19de-4372-94fd-1d347a19eaa0,BLUE_ASIST2,M3 has danger by the way Rubble,06:32:00,06:34:00,,,,,pre-game
22,41544699-9083-418e-9d24-51c1fe7627a1,RED_ASIST_2,M3 i4a and D2,06:36:00,06:38:00,,,,,pre-game
23,c9a5d2e8-cd0d-4d16-be7e-b29d418785a6,RED_ASIST_2,yeah,06:41:00,06:41:00,,,,,pre-game
24,69a4fe7a-9595-42b4-839c-65fce5142ff6,GREEN_ASIST2,okay if we want to start on i4a just to get some people moving,06:38:00,06:41:00,,,,,pre-game
25,8ccc5edf-7b39-4a72-85b5-fccc1b0a9bf8,BLUE_ASIST2,yeah i4a is the most severe I'll head over there with you guys,06:43:00,06:47:00,,,,,pre-game
26,8714139c-98fc-41c6-b5d5-0b4476888d0e,GREEN_ASIST2,okay,06:47:00,06:47:00,,,,,pre-game
27,6b2645e9-0546-450f-a95a-ba8dae6579bd,RED_ASIST_2,all right sounds good,06:55:00,06:55:00,,,,,pre-game
28,dfa0e276-c229-4f49-aed2-53051813a63d,GREEN_ASIST2,and then I'll just start working down this hallway when you guys start going through it yeah because there's loads of victims in here and then I'll work down here and then we can do as we go,06:49:00,06:59:00,,,,,pre-game
29,34f36874-be3a-4187-bd66-1fa69d4e0c28,RED_ASIST_2,i4a has Rubble we're going to need to wait for engineer,7:2,7:5,,1a,,assert,
30,50de2843-270f-47d8-9e23-b41fb82ac3e5,BLUE_ASIST2,so slow it's awesome,7:7,7:8,,1b,1.0,acknowledge,
31,342f31d6-388d-4e33-a257-4d4314b20cdb,BLUE_ASIST2,all right buddy,07:15:00,07:15:00,,2b,1.0,accept,
32,b1952888-cc6f-4f4b-9843-fde04c1708a0,RED_ASIST_2,engineer can you come further in,07:15:00,07:16:00,,2a,,action-directive,
33,8047c7fa-89d2-447b-bcb8-d1c2e6c98c5b,RED_ASIST_2,transporter I have critical victims if you could come take them come a little closer,07:21:00,07:27:00,,3a,,action-directive,
34,dda16cee-76ad-4853-b409-d6a8ab8280ab,GREEN_ASIST2,perfect,07:32:00,07:32:00,,3b,1.0,accept,
35,1a70ee72-02b3-4a05-944a-2f616eb973de,RED_ASIST_2,all the ones in this room are getting critical,07:34:00,07:36:00,,4a,,assert,
36,75987f81-11d3-4f99-8297-3e9b040a8722,BLUE_ASIST2,sweet,07:42:00,07:42:00,,4b,1.0,acknowledge,
37,83a5c635-1489-4274-b8bd-661a52c21e26,GREEN_ASIST2,yeah yeah,07:46:00,07:46:00,,5b,1.0,acknowledge,
38,1b7b4718-cf27-4d24-983a-588903296421,RED_ASIST_2,I'm going to move them out right in front of the room again all the ones I'm placing here,07:44:00,07:48:00,,5a,,assert,
39,993fd1e8-297b-4d7b-a39a-89073801b310,GREEN_ASIST2,as long as they're out in front of the room will be able to take care of them,07:48:00,07:51:00,,6a,,assert,
40,29366af1-1d5b-4eae-9e40-f6119df1359c,BLUE_ASIST2,I'm going to clear out I2 because that also has Rubble,07:57:00,8:2,,7a,,commit,
41,f4347244-cf8a-4f65-9b96-bbf9eae74306,GREEN_ASIST2,okay I'm going to go on that um,8:2,8:4,,7b,2.0,acknowledge,
42,a8215106-292b-4036-a475-93685d4e49cf,GREEN_ASIST2,the far right side I'm going to go down that hallway and mark the green rooms so the caves,8:7,08:10:00,,8a,,assert,
43,42e33312-81e3-4d04-b1d2-b0a0f1492c3e,RED_ASIST_2,I have a critical in j4 if someone could help me I am trapped in j4,08:12:00,08:18:00,,9a,,action-directive,
44,2d83eb6e-4415-403c-a57a-3a9baf5e15a2,BLUE_ASIST2,Kai,08:19:00,08:19:00,,9b,1.0,accept,
45,f7b15ca1-d7aa-4b57-a8b7-b2180f8d1083,GREEN_ASIST2,do you want to put that one of those markers so that he knows for sure on the map,08:20:00,08:23:00,,10a,,action-directive,
46,8f11e340-8489-46ff-a40d-e4fb14416ee9,GREEN_ASIST2,I don't know how he yeah,08:25:00,08:25:00,,,,,
47,8f71b459-35cc-4417-91c6-9ad8ba2953df,RED_ASIST_2,yes,08:26:00,08:26:00,,10b,1.0,accept,
48,c3718a02-8754-4028-aff4-a55f22a03efd,BLUE_ASIST2,the rocks in my shoes,08:30:00,08:31:00,,,,,
49,ac7252bc-3f90-4d90-8f39-15652341b40b,RED_ASIST_2,right here you walk past,08:34:00,08:35:00,,11a,,assert,
50,c6500ce1-3714-4565-bc95-6e0224625123,BLUE_ASIST2,try this out lag,08:38:00,08:39:00,,,,,
51,72fdc5dc-5d46-47ce-a72c-36051d66c509,RED_ASIST_2,okay this is B we don't have a marker for C,08:42:00,08:45:00,,12a,,assert,
52,e4274e62-b59d-4f78-9aab-6e5d61c31984,GREEN_ASIST2,as long as if you just set them out there and don't have a marker on them I can go ahead and just assume the critical,08:50:00,08:55:00,,12b,2.0,info-provide,
53,e25987d1-a3de-43c0-8328-7d5f7b70cd82,RED_ASIST_2,okay,08:57:00,08:57:00,,12c,,acknowledge,
54,cd41ebbc-4825-4b34-b2a3-e879afcf4321,BLUE_ASIST2,all right,9:2,9:2,,,,,
55,f6b35b77-5b26-4dab-af83-f1ee01c494a2,RED_ASIST_2,okay I am setting a b up against the wall with the marker just because you are faster,9:3,09:10:00,,13a,,assert,
56,9c1d987d-5bb1-4e92-834b-04eb876d606b,RED_ASIST_2,unlucky,09:14:00,09:14:00,,,,,
57,a4be5a79-b36e-4028-9f09-480bdc14c029,RED_ASIST_2,can you replace the marker at the end of that hallway there's one for a critical victim but I believe double-check the room but I believe I got that,09:18:00,09:26:00,,14a,,action-directive,
58,40a55d8d-b42e-4e10-8053-775f3e3ba181,GREEN_ASIST2,it's going to be the storage L here,09:22:00,09:27:00,,14b,2.0,info-provide,
59,c000afeb-205d-4ed4-a256-d3f4bd927010,RED_ASIST_2,okay,09:29:00,09:29:00,,14c,,acknowledge,
60,f4fbc90a-51b2-4dd2-863d-3687ce41cea9,BLUE_ASIST2,all right L1 just got clear down there's one guy I'm leaving the markers up from us,09:29:00,09:34:00,,15a,,assert,
61,1ba7403c-b41b-4154-b3e8-2b79f2caf085,BLUE_ASIST2,C,09:36:00,09:36:00,,,,,
62,417a7708-69a9-464e-ae33-23900e0e1dbb,GREEN_ASIST2,correction tool of marker down here is still valid there's someone in a room,09:38:00,09:41:00,,16a,,assert,
63,8735fcf0-1827-4af7-8072-5a9b1e9f437e,RED_ASIST_2,all right,09:43:00,09:43:00,,16b,1.0,acknowledge,
64,0fce6783-2fe2-40bd-b45e-810ece29b8d7,GREEN_ASIST2,and then I'm coming down to that b room medic so then I'll be able to help you wake that critical up in a sec,10:10:00,10:14:00,,17a,,assert,
65,911d3ece-e9bd-4d04-b4d8-0f9d1c904e60,RED_ASIST_2,all right thank you,10:16:00,10:16:00,,17b,1.0,acknowledge,
66,5fa424b3-a5df-4195-8965-ece74d4127f7,RED_ASIST_2,I am trapped in j4 with rubble,10:18:00,10:24:00,,18a,,assert,
67,585157d4-d3cf-4582-9640-df21130d6a81,GREEN_ASIST2,okay,10:24:00,10:24:00,,18b-1,1.0,acknowledge,
68,024fdd6f-ea0c-4fbd-8911-d338e814067a,BLUE_ASIST2,j4 coming,10:26:00,10:26:00,,18b-2,3.0,accept,
69,1959b8f4-9a48-4488-9ac7-6da5eda3c546,BLUE_ASIST2,William,10:44:00,10:44:00,,,,,
70,47dd1edc-4c1c-4c66-8a06-bb1596db59cd,RED_ASIST_2,and then engineer will your here if you want to help me with the critical tool B appreciated,10:39:00,10:42:00,,19a,,action-directive,
71,9edeaac4-a0fb-409d-aff0-2d843018a5f1,GREEN_ASIST2,I'm going to start working on that middle Brown B for marking room for victims,10:43:00,10:46:00,,20a,,assert,
72,2bd4d1c4-72da-4206-8ee8-65e51b3adbc7,GREEN_ASIST2,this is the what's it called The Transporter,10:49:00,10:51:00,,,,,
73,877da662-fe53-4065-a30a-9bafdfda1d02,BLUE_ASIST2,sorry,10:53:00,10:53:00,,,,,
74,44c6fc6b-669b-4bd9-b388-c780d1117a2c,RED_ASIST_2,our Pinky,11:1,11:1,,,,,
75,b2ade71e-63b4-46e7-8fb8-451168e21c39,RED_ASIST_2,when I put a victim down in there is no marker by it is C,11:16:00,11:20:00,,21a,,assert,
76,7525d56b-d0aa-424a-9090-932f565fe5cf,GREEN_ASIST2,yep,11:19:00,11:19:00,,21b,1.0,acknowledge,
77,192ccb60-9f44-4775-8cb8-080d26f3aefd,RED_ASIST_2,engineer if you could come to K4 there is Rubble I cannot access victims,11:29:00,11:35:00,,22a,,action-directive,
78,c6819b3e-f37d-43ab-a1ea-2be82c205f09,BLUE_ASIST2,all right,11:37:00,11:37:00,,22b,1.0,accept,
79,926a465d-28fd-457e-b5e9-6efcd8eac4ed,RED_ASIST_2,and engineer I am trapped in K2,11:57:00,12:0,,23a,,assert,
80,56a7c625-42e3-4f3e-95c3-459fd09510ab,BLUE_ASIST2,an A2,12:2,12:2,,23b,2.0,acknowledge,
81,c3c595df-7ccc-42d6-bbf4-f294a0de4f5d,RED_ASIST_2,yep and there was also a critical victim he would so it works out,12:4,12:10:00,,23c,,info-provide,
82,b0a841cb-ea3f-42c4-85b0-b88d608b22bb,BLUE_ASIST2,you then about 10 years,12:20:00,12:21:00,,,,,
83,d74b8852-4405-494f-99f2-18d4c65b427b,RED_ASIST_2,map,12:21:00,12:21:00,,,,,
84,f58b52d3-3763-4d9f-bd53-1979e3bc7bd0,GREEN_ASIST2,I'm to verify engineer you are going to the SOS marker on the right side right,13:11:00,13:15:00,,24a,,info-request,
85,269a1ba7-80f2-48f8-b704-b50bb72bd541,BLUE_ASIST2,I thought he said A2 bad,13:16:00,13:18:00,,24b,2.0,info-provide,
86,89964dea-e706-4042-a570-2c14651067ca,GREEN_ASIST2,shit,13:19:00,13:19:00,,24c,,acknowledge,
87,f03b464e-f444-4327-9741-3c7d9fea2b34,RED_ASIST_2,I sorry,13:20:00,13:20:00,,,,,
88,d92180a0-b3e3-4eb2-b4fa-cd7c687991d4,BLUE_ASIST2,there was a critical and A2 though so basically no,13:21:00,13:24:00,,24b+,2.0,info-provide,
89,2b895910-819b-43f4-b783-30e862863c8a,BLUE_ASIST2,my bad,13:28:00,13:28:00,,,,,
90,0f9d7d52-4703-44c6-93aa-966aa86e5112,RED_ASIST_2,I am trapped in K2 with a critical case and kite,13:27:00,13:30:00,,25a,,assert,
91,38199254-37c1-42eb-8d2a-7b5a7acdfcf3,BLUE_ASIST2,K2 okay,13:30:00,13:31:00,,25b,2.0,acknowledge,
